surah,ayah,arabic_text,translation,footnotes
76,1,هَلۡ أَتَىٰ عَلَى ٱلۡإِنسَٰنِ حِينٞ مِّنَ ٱلدَّهۡرِ لَمۡ يَكُن شَيۡـٔٗا مَّذۡكُورًا,Chẳng phải đã có một khoảng thời gian mà con người không là một thứ gì đáng nhắc đến?,
76,2,إِنَّا خَلَقۡنَا ٱلۡإِنسَٰنَ مِن نُّطۡفَةٍ أَمۡشَاجٖ نَّبۡتَلِيهِ فَجَعَلۡنَٰهُ سَمِيعَۢا بَصِيرًا,"Thật vậy, TA (Allah) đã tạo ra con người từ một giọt tinh dịch, để TA có thể thử thách y; và TA đã làm cho y nghe và thấy.",
76,3,إِنَّا هَدَيۡنَٰهُ ٱلسَّبِيلَ إِمَّا شَاكِرٗا وَإِمَّا كَفُورًا,"Quả thật, TA đã hướng dẫn y con đường (rõ ràng, TA cho y toàn quyền lựa chọn), hoặc là y biết ơn hoặc là y vô ơn.",
76,4,إِنَّآ أَعۡتَدۡنَا لِلۡكَٰفِرِينَ سَلَٰسِلَاْ وَأَغۡلَٰلٗا وَسَعِيرًا,"Thật vậy, TA đã chuẩn bị cho những kẻ vô đức tin những xiềng xích, gông cùm và ngọn lửa rực cháy.",
76,5,إِنَّ ٱلۡأَبۡرَارَ يَشۡرَبُونَ مِن كَأۡسٖ كَانَ مِزَاجُهَا كَافُورًا,"Người ngoan đạo, đức hạnh chắc chắn sẽ được uống ly (rượu) được pha chế với hỗn hợp Kafur (mang hương thơm như long não).",
76,6,عَيۡنٗا يَشۡرَبُ بِهَا عِبَادُ ٱللَّهِ يُفَجِّرُونَهَا تَفۡجِيرٗا,Có một con suối mà những người bề tôi của Allah sẽ uống; dòng chảy của nó dồi dào theo mong muốn của họ.,
76,7,يُوفُونَ بِٱلنَّذۡرِ وَيَخَافُونَ يَوۡمٗا كَانَ شَرُّهُۥ مُسۡتَطِيرٗا,Họ (là những người) đã hoàn thành lời thề nguyện (của họ) và luôn sợ cái Ngày mà sự xấu xa sẽ lan tràn (và đó là Ngày Tận Thế).,
76,8,وَيُطۡعِمُونَ ٱلطَّعَامَ عَلَىٰ حُبِّهِۦ مِسۡكِينٗا وَيَتِيمٗا وَأَسِيرًا,"Họ chia sẻ thức ăn cho người nghèo, trẻ mồ côi, và tù binh trong lúc họ cũng yêu thích và cần thức ăn đó.",
76,9,إِنَّمَا نُطۡعِمُكُمۡ لِوَجۡهِ ٱللَّهِ لَا نُرِيدُ مِنكُمۡ جَزَآءٗ وَلَا شُكُورًا,(Họ nói): “Chúng tôi chia sẻ thức ăn cho quí vị là chỉ vì sắc Diện của Allah chứ chúng tôi không mong sự đền đáp và tri ân từ quí vị.”,
76,10,إِنَّا نَخَافُ مِن رَّبِّنَا يَوۡمًا عَبُوسٗا قَمۡطَرِيرٗا,“Chúng tôi thực sự sợ Thượng Đế của chúng tôi vào một Ngày (mà những kẻ tội lỗi sẽ) cau mày nhăn nhó và buồn thảm.”,
