surah,ayah,arabic_text,translation,footnotes
35,1,ٱلۡحَمۡدُ لِلَّهِ فَاطِرِ ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِ جَاعِلِ ٱلۡمَلَٰٓئِكَةِ رُسُلًا أُوْلِيٓ أَجۡنِحَةٖ مَّثۡنَىٰ وَثُلَٰثَ وَرُبَٰعَۚ يَزِيدُ فِي ٱلۡخَلۡقِ مَا يَشَآءُۚ إِنَّ ٱللَّهَ عَلَىٰ كُلِّ شَيۡءٖ قَدِيرٞ,ھەموو ستایش بۆ خوایە کەبەدیھێنەری ئاسمانەکان و زەویە فریشتەکانی کردووە بەنێراوانێک خاوەنی (چەند جۆرە) باڵن : دووان و سیان و چوار (خوا) ھەرچی بیەوێت لەدروستکردندا زیادی دەکات بەڕاستی خوا بەسەر ھەموو شتێکدا بەتوانایە ,
35,2,مَّا يَفۡتَحِ ٱللَّهُ لِلنَّاسِ مِن رَّحۡمَةٖ فَلَا مُمۡسِكَ لَهَاۖ وَمَا يُمۡسِكۡ فَلَا مُرۡسِلَ لَهُۥ مِنۢ بَعۡدِهِۦۚ وَهُوَ ٱلۡعَزِيزُ ٱلۡحَكِيمُ,خوا ھەر ڕەحمەت وچاکەیەک بۆ خەڵك بەرەڵا بکات و بیکاتەوە ئیتر شتێک نیە ڕێگری لێ بکات وبیگرێتەوە وەخوا ھەر بەھرەیەک بگرێتەوە ئیتر لەپاش گرتنەوەی خوا بەرەڵاکەر و نێرەری بۆ نیە وە خوا زاڵ و باڵادەست و کار دروستە ,
35,3,يَٰٓأَيُّهَا ٱلنَّاسُ ٱذۡكُرُواْ نِعۡمَتَ ٱللَّهِ عَلَيۡكُمۡۚ هَلۡ مِنۡ خَٰلِقٍ غَيۡرُ ٱللَّهِ يَرۡزُقُكُم مِّنَ ٱلسَّمَآءِ وَٱلۡأَرۡضِۚ لَآ إِلَٰهَ إِلَّا هُوَۖ فَأَنَّىٰ تُؤۡفَكُونَ,ئەی خەڵکینە بیربکەوە لەفەزڵی خوا بەسەرتانەوە ئایا بێجگە لەخوا دروستکەرێکی تر ھەیە کەڕۆزیتان بدات لەئاسمان و زەویدا ھیچ پەرستراوێکی ڕاست نیە بێجگە لەخوا دەی چۆن وا ڕوو وەردەگێڕن (لەیەکخواپەرستی) ,
35,4,وَإِن يُكَذِّبُوكَ فَقَدۡ كُذِّبَتۡ رُسُلٞ مِّن قَبۡلِكَۚ وَإِلَى ٱللَّهِ تُرۡجَعُ ٱلۡأُمُورُ,ئەگەر باوەڕیان پێ نەھێنایت (دڵگران مەبە) چونکە بەڕاستی پێغەمبەرانی پێش تۆش باوەڕیان پێ نەھێنرا ھەموو کارو بارەکان تەنھا بۆ لای خوا دەگەڕێتەوە ,
35,5,يَٰٓأَيُّهَا ٱلنَّاسُ إِنَّ وَعۡدَ ٱللَّهِ حَقّٞۖ فَلَا تَغُرَّنَّكُمُ ٱلۡحَيَوٰةُ ٱلدُّنۡيَا وَلَا يَغُرَّنَّكُم بِٱللَّهِ ٱلۡغَرُورُ, ئەی خەڵکینە بێگومان بەڵێنی خوا ڕاستە دەی کەواتە با ژیانی دونیا فریوتان نەدات وە باشەیتان بە (بەزەیی و لێبوردەی) خوا فریوتان نەدات ,
35,6,إِنَّ ٱلشَّيۡطَٰنَ لَكُمۡ عَدُوّٞ فَٱتَّخِذُوهُ عَدُوًّاۚ إِنَّمَا يَدۡعُواْ حِزۡبَهُۥ لِيَكُونُواْ مِنۡ أَصۡحَٰبِ ٱلسَّعِيرِ,بەڕاستی شەیتان دوژمنی ئێوەیە دەی کەواتە ئێوەش بەدوژمنی خۆتانی دابنێن بیگومان ئەو (شەیتان) تاقم وکۆمەڵەکەی بانگ دەکات بۆ ئەوەی ببەنە ھاوەڵانی ئاگری ھەڵگیرساوی (دۆزەخ) ,
35,7,ٱلَّذِينَ كَفَرُواْ لَهُمۡ عَذَابٞ شَدِيدٞۖ وَٱلَّذِينَ ءَامَنُواْ وَعَمِلُواْ ٱلصَّٰلِحَٰتِ لَهُم مَّغۡفِرَةٞ وَأَجۡرٞ كَبِيرٌ,ئەوانەی بێ باوەڕ بوون سزای بەتینیان بۆ ھەیە وە ئەوانەی باوەڕیان ھێناوەو کردەوە چاکەکانیان کردوە لێبوردن و پاداشتی گەورەیان بۆ ھەیە ,
35,8,أَفَمَن زُيِّنَ لَهُۥ سُوٓءُ عَمَلِهِۦ فَرَءَاهُ حَسَنٗاۖ فَإِنَّ ٱللَّهَ يُضِلُّ مَن يَشَآءُ وَيَهۡدِي مَن يَشَآءُۖ فَلَا تَذۡهَبۡ نَفۡسُكَ عَلَيۡهِمۡ حَسَرَٰتٍۚ إِنَّ ٱللَّهَ عَلِيمُۢ بِمَا يَصۡنَعُونَ,دەی ئایا کەسێک کەکردەوەی خراپی خۆی بۆ جوانکراوە و بەچاک و جوانی دەبینێت (وەک کەسێکە پێوەری چاکەو خراپەی ئاین بێت) وە بەڕاستی خوا ھەرکەسێکی بوێت گومڕای دەکات وە ھەرکەسێکی بوێت ڕێنمونی دەکات دەی کەواتە بەخەفەت خواردن لەبەر (ئیمان نەھێنانی) ئەوان خۆت مەفەوتێنە بەڕاستی خوا بەوەی کەئەوان دەیکەن ئاگادارە ,
35,9,وَٱللَّهُ ٱلَّذِيٓ أَرۡسَلَ ٱلرِّيَٰحَ فَتُثِيرُ سَحَابٗا فَسُقۡنَٰهُ إِلَىٰ بَلَدٖ مَّيِّتٖ فَأَحۡيَيۡنَا بِهِ ٱلۡأَرۡضَ بَعۡدَ مَوۡتِهَاۚ كَذَٰلِكَ ٱلنُّشُورُ,خوا زاتێکە (با،ھەوا) کانی ناردووە بۆ ئەوەی ھەورەکان بگەڕێنێت (بڵاویان بکاتەوە) ئەمجا ئەو (ھەورانە) دەنێرین بۆ سەر وڵاتێکی مردوو جا (بارانی لێ دەبارێت و) زەوی پێی زیندوو دەکەینەوە لەپاش ووشک بوون و مردنی زیندوو کردنەوەی(مردووانیش لەقیامەتدا) ھەر بەو شێوەیە ,
35,10,مَن كَانَ يُرِيدُ ٱلۡعِزَّةَ فَلِلَّهِ ٱلۡعِزَّةُ جَمِيعًاۚ إِلَيۡهِ يَصۡعَدُ ٱلۡكَلِمُ ٱلطَّيِّبُ وَٱلۡعَمَلُ ٱلصَّٰلِحُ يَرۡفَعُهُۥۚ وَٱلَّذِينَ يَمۡكُرُونَ ٱلسَّيِّـَٔاتِ لَهُمۡ عَذَابٞ شَدِيدٞۖ وَمَكۡرُ أُوْلَٰٓئِكَ هُوَ يَبُورُ,ھەر کەسێك گەورەیی و سەربەرزی دەوێت (لەخوای بوێت) چونکە بەڕاستی ھەموو گەورەیی و دەسەڵات ھەر بۆ خوایە ووتەی پاک و چاک تەنھا بۆ لای ئەو (خوا) سەر دەکەوێت وە (ووتەی پاکو) کردەوەی چاک بەرز دەکاتەوە (بۆلای خۆی) وە ئەوانەی کەپیلانە خراپەکان دەگێڕن سزایەکی توندو بەتینیان بۆ ھەیە و فێڵ و پیلانی ئەوانە لەناو دەچێت ,
35,11,وَٱللَّهُ خَلَقَكُم مِّن تُرَابٖ ثُمَّ مِن نُّطۡفَةٖ ثُمَّ جَعَلَكُمۡ أَزۡوَٰجٗاۚ وَمَا تَحۡمِلُ مِنۡ أُنثَىٰ وَلَا تَضَعُ إِلَّا بِعِلۡمِهِۦۚ وَمَا يُعَمَّرُ مِن مُّعَمَّرٖ وَلَا يُنقَصُ مِنۡ عُمُرِهِۦٓ إِلَّا فِي كِتَٰبٍۚ إِنَّ ذَٰلِكَ عَلَى ٱللَّهِ يَسِيرٞ,خوا (باوکی) ئێوەی لەخاک دروستکردووە لەپاشان (نەوەکانی دروستکرد) لەنوتفە (دڵۆپە ئاوێک) ئەمجا (خوا) کردوونی بەچەند جووت (نێر و مێ) وە ھیچ مێینەیەك (ئافرەتێك) دوو گیان نابێت و سکەکەی دانانێت (مناڵی نابێت) مەگەر بەئاگاداری خوا نەبێت وە ھیچ تەمەن درێژ کراوێك تەمەنی درێژ ناکرێت وە لەتەمەنی کەم ناکرێت مەگەر لەکتێبێک(لوح المحفوظ )دا نوسراوە بەڕاستی ئەم کارە بۆ خوا ئاسانە ,
