surah,ayah,arabic_text,translation,footnotes
79,1,وَٱلنَّٰزِعَٰتِ غَرۡقٗا,1. By those (angels) who pull out (the souls of the disbelievers and the wicked) with great violence.,
79,2,وَٱلنَّٰشِطَٰتِ نَشۡطٗا, 2. By those (angels) who gently take out (the souls of the believers).,
79,3,وَٱلسَّٰبِحَٰتِ سَبۡحٗا, 3. And by those that swim along (i.e. angels or planets in their orbits).,
79,4,فَٱلسَّٰبِقَٰتِ سَبۡقٗا, 4. And by those that press forward as in a race (i.e. the angels or stars or the horses).,
79,5,فَٱلۡمُدَبِّرَٰتِ أَمۡرٗا," 5. And by those angels who arrange to do the Commands of their Lord, (so verily, you disbelievers will be called to account).",
79,6,يَوۡمَ تَرۡجُفُ ٱلرَّاجِفَةُ," 6. On the Day (when the first blowing of the Trumpet is blown), the earth and the mountains will shake violently (and everybody will die).",
79,7,تَتۡبَعُهَا ٱلرَّادِفَةُ, 7. The second blowing of the Trumpet follows it (and everybody will be resurrected).,
79,8,قُلُوبٞ يَوۡمَئِذٖ وَاجِفَةٌ, 8. (Some) hearts that Day will shake with fear and anxiety.,
79,9,أَبۡصَٰرُهَا خَٰشِعَةٞ, 9. Their eyes will be downcast.,
79,10,يَقُولُونَ أَءِنَّا لَمَرۡدُودُونَ فِي ٱلۡحَافِرَةِ," 10. They say: ""Shall we indeed be returned to (our) former state of life?",
79,11,أَءِذَا كُنَّا عِظَٰمٗا نَّخِرَةٗ," 11. ""Even after we are crumbled bones?""",
79,12,قَالُواْ تِلۡكَ إِذٗا كَرَّةٌ خَاسِرَةٞ," 12. They say: ""It would in that case, be a return with loss!""",
79,13,فَإِنَّمَا هِيَ زَجۡرَةٞ وَٰحِدَةٞ," 13. But it will be only a single Zajrah [shout (i.e., the second blowing of the Trumpet)], (See Verse 37:19).",
79,14,فَإِذَا هُم بِٱلسَّاهِرَةِ," 14. When behold, they find themselves on the surface of the earth alive after their death,",
79,15,هَلۡ أَتَىٰكَ حَدِيثُ مُوسَىٰٓ, 15. Has there come to you the story of Mûsâ (Moses)?,
