surah,ayah,arabic_text,translation,footnotes
69,1,ٱلۡحَآقَّةُ, 1. The Inevitable (i.e. the Day of Resurrection)!,
69,2,مَا ٱلۡحَآقَّةُ, 2. What is the Inevitable?,
69,3,وَمَآ أَدۡرَىٰكَ مَا ٱلۡحَآقَّةُ, 3. And what will make you know what the Inevitable is?,
69,4,كَذَّبَتۡ ثَمُودُ وَعَادُۢ بِٱلۡقَارِعَةِ, 4. Thamûd and ‘Âd people denied the Qâri‘ah (the striking Hour of Judgement)!,
69,5,فَأَمَّا ثَمُودُ فَأُهۡلِكُواْ بِٱلطَّاغِيَةِ," 5. As for Thamûd, they were destroyed by the awful cry!",
69,6,وَأَمَّا عَادٞ فَأُهۡلِكُواْ بِرِيحٖ صَرۡصَرٍ عَاتِيَةٖ," 6. And as for ‘Âd, they were destroyed by a furious violent wind!",
69,7,سَخَّرَهَا عَلَيۡهِمۡ سَبۡعَ لَيَالٖ وَثَمَٰنِيَةَ أَيَّامٍ حُسُومٗاۖ فَتَرَى ٱلۡقَوۡمَ فِيهَا صَرۡعَىٰ كَأَنَّهُمۡ أَعۡجَازُ نَخۡلٍ خَاوِيَةٖ," 7. Which Allâh imposed on them for seven nights and eight days in succession, so that you could see men lying overthrown (destroyed), as if they were hollow trunks of date-palms!",
69,8,فَهَلۡ تَرَىٰ لَهُم مِّنۢ بَاقِيَةٖ, 8. Do you see any remnants of them?,
69,9,وَجَآءَ فِرۡعَوۡنُ وَمَن قَبۡلَهُۥ وَٱلۡمُؤۡتَفِكَٰتُ بِٱلۡخَاطِئَةِ," 9. And Fir‘aun (Pharaoh), and those before him, and the cities overthrown [the towns of the people of [Lût (Lot)] committed sin.",
69,10,فَعَصَوۡاْ رَسُولَ رَبِّهِمۡ فَأَخَذَهُمۡ أَخۡذَةٗ رَّابِيَةً," 10. And they disobeyed their Lord’s Messenger, so He seized them with a strong punishment.",
69,11,إِنَّا لَمَّا طَغَا ٱلۡمَآءُ حَمَلۡنَٰكُمۡ فِي ٱلۡجَارِيَةِ," 11. Verily, when the water rose beyond its limits [Nûh’s (Noah) Flood], We carried you (mankind) in the floating [ship that was constructed by Nûh (Noah)]",
69,12,لِنَجۡعَلَهَا لَكُمۡ تَذۡكِرَةٗ وَتَعِيَهَآ أُذُنٞ وَٰعِيَةٞ, 12. That We might make it (Noah’s ship) an admonition for you and that it might be retained by the retaining ears.,
69,13,فَإِذَا نُفِخَ فِي ٱلصُّورِ نَفۡخَةٞ وَٰحِدَةٞ, 13. Then when the Trumpet will be blown with one blowing (the first one).,
69,14,وَحُمِلَتِ ٱلۡأَرۡضُ وَٱلۡجِبَالُ فَدُكَّتَا دَكَّةٗ وَٰحِدَةٗ," 14. And the earth and the mountains shall be removed from their places, and crushed with a single crushing.",
69,15,فَيَوۡمَئِذٖ وَقَعَتِ ٱلۡوَاقِعَةُ, 15. Then on that Day shall the (Great) Event befall.,
69,16,وَٱنشَقَّتِ ٱلسَّمَآءُ فَهِيَ يَوۡمَئِذٖ وَاهِيَةٞ," 16. And the heaven will be rent asunder, for that Day it (the heaven) will be frail and torn up.",
69,17,وَٱلۡمَلَكُ عَلَىٰٓ أَرۡجَآئِهَاۚ وَيَحۡمِلُ عَرۡشَ رَبِّكَ فَوۡقَهُمۡ يَوۡمَئِذٖ ثَمَٰنِيَةٞ," 17. And the angels will be on its sides, and eight angels will, that Day, bear the Throne of your Lord above them.",
69,18,يَوۡمَئِذٖ تُعۡرَضُونَ لَا تَخۡفَىٰ مِنكُمۡ خَافِيَةٞ," 18. That Day shall you be brought to Judgement, not a secret of you will be hidden.",
69,19,فَأَمَّا مَنۡ أُوتِيَ كِتَٰبَهُۥ بِيَمِينِهِۦ فَيَقُولُ هَآؤُمُ ٱقۡرَءُواْ كِتَٰبِيَهۡ," 19. Then as for him who will be given his Record in his right hand will say: ""Here! read my Record!",
69,20,إِنِّي ظَنَنتُ أَنِّي مُلَٰقٍ حِسَابِيَهۡ," 20. ""Surely, I did believe that I shall meet my Account!""",
69,21,فَهُوَ فِي عِيشَةٖ رَّاضِيَةٖ," 21. So he shall be in a life, well-pleasing.",
69,22,فِي جَنَّةٍ عَالِيَةٖ," 22. In a lofty Paradise,",
69,23,قُطُوفُهَا دَانِيَةٞ, 23. The fruits in bunches whereof will be low and near at hand.,
69,24,كُلُواْ وَٱشۡرَبُواْ هَنِيٓـَٔۢا بِمَآ أَسۡلَفۡتُمۡ فِي ٱلۡأَيَّامِ ٱلۡخَالِيَةِ, 24. Eat and drink at ease for that which you have sent on before you in days past!,
69,25,وَأَمَّا مَنۡ أُوتِيَ كِتَٰبَهُۥ بِشِمَالِهِۦ فَيَقُولُ يَٰلَيۡتَنِي لَمۡ أُوتَ كِتَٰبِيَهۡ," 25. But as for him who will be given his Record in his left hand, will say: ""I wish that I had not been given my Record!",
69,26,وَلَمۡ أَدۡرِ مَا حِسَابِيَهۡ," 26. ""And that I had never known how my Account is!",
69,27,يَٰلَيۡتَهَا كَانَتِ ٱلۡقَاضِيَةَ," 27. ""Would that it had been my end (death)!",
69,28,مَآ أَغۡنَىٰ عَنِّي مَالِيَهۡۜ," 28. ""My wealth has not availed me;",
69,29,هَلَكَ عَنِّي سُلۡطَٰنِيَهۡ," 29. ""My power (and arguments to defend myself) have gone from me!""",
69,30,خُذُوهُ فَغُلُّوهُ," 30. (It will be said): ""Seize him and fetter him;",
69,31,ثُمَّ ٱلۡجَحِيمَ صَلُّوهُ, 31. Then throw him in the blazing Fire.,
69,32,ثُمَّ فِي سِلۡسِلَةٖ ذَرۡعُهَا سَبۡعُونَ ذِرَاعٗا فَٱسۡلُكُوهُ," 32. ""Then fasten him with a chain whereof the length is seventy cubits!""",
69,33,إِنَّهُۥ كَانَ لَا يُؤۡمِنُ بِٱللَّهِ ٱلۡعَظِيمِ," 33. Verily, he used not to believe in Allâh, the Most Great,",
69,34,وَلَا يَحُضُّ عَلَىٰ طَعَامِ ٱلۡمِسۡكِينِ, 34. And urged not on the feeding of Al-Miskîn (the poor).[1],"(V.69:34) a) See the footnote of (V.2:83). b) Narrated ‘Abdullâh bin ‘Amr رضي الله عنه: A man asked the Prophet صلى الله عليه وسلم, ""What sort of deeds (or what qualities) of Islâm are good?"" The Prophet صلى الله عليه وسلم replied, ""To feed (the poor) and greet those whom you know and those whom you do not know"". (Sahih Al-Bukhari, Vol.1, Hadith No.11)."
69,35,فَلَيۡسَ لَهُ ٱلۡيَوۡمَ هَٰهُنَا حَمِيمٞ," 35. So no friend has he here this Day,",
69,36,وَلَا طَعَامٌ إِلَّا مِنۡ غِسۡلِينٖ, 36. Nor any food except filth from the washing of wounds.,
69,37,لَّا يَأۡكُلُهُۥٓ إِلَّا ٱلۡخَٰطِـُٔونَ," 37. None will eat it except the Khâti’ûn (sinners, disbelievers, polytheists).",
69,38,فَلَآ أُقۡسِمُ بِمَا تُبۡصِرُونَ," 38. So I swear by whatsoever you see,",
69,39,وَمَا لَا تُبۡصِرُونَ," 39. And by whatsoever you see not,",
69,40,إِنَّهُۥ لَقَوۡلُ رَسُولٖ كَرِيمٖ," 40. That this is verily, the word of an honoured Messenger [i.e. Jibrîl (Gabriel) or Muhammad صلى الله عليه وسلم which he has brought from Allâh].",
69,41,وَمَا هُوَ بِقَوۡلِ شَاعِرٖۚ قَلِيلٗا مَّا تُؤۡمِنُونَ, 41. It is not the word of a poet: little is that you believe!,
69,42,وَلَا بِقَوۡلِ كَاهِنٖۚ قَلِيلٗا مَّا تَذَكَّرُونَ, 42. Nor is it the word of a soothsayer (or a foreteller): little is that you remember!,
69,43,تَنزِيلٞ مِّن رَّبِّ ٱلۡعَٰلَمِينَ," 43. This is the Revelation sent down from the Lord of the ‘Âlamîn (mankind, jinn and all that exists).",
69,44,وَلَوۡ تَقَوَّلَ عَلَيۡنَا بَعۡضَ ٱلۡأَقَاوِيلِ," 44. And if he (Muhammad صلى الله عليه وسلم) had forged a false saying concerning Us (Allâh جل جلاله),",
69,45,لَأَخَذۡنَا مِنۡهُ بِٱلۡيَمِينِ," 45. We surely would have seized him by his right hand (or with power and might),",
69,46,ثُمَّ لَقَطَعۡنَا مِنۡهُ ٱلۡوَتِينَ," 46. And then We certainly would have cut off his life artery (aorta),",
69,47,فَمَا مِنكُم مِّنۡ أَحَدٍ عَنۡهُ حَٰجِزِينَ, 47. And none of you could have withheld Us from (punishing) him.,
69,48,وَإِنَّهُۥ لَتَذۡكِرَةٞ لِّلۡمُتَّقِينَ," 48. And verily, this (Qur’an) is a Reminder for the Muttaqûn (the pious. See V.2:2).",
69,49,وَإِنَّا لَنَعۡلَمُ أَنَّ مِنكُم مُّكَذِّبِينَ," 49. And verily, We know that there are some among you that belie (this Qur’ân). (Tafsir At-Tabarî)",
69,50,وَإِنَّهُۥ لَحَسۡرَةٌ عَلَى ٱلۡكَٰفِرِينَ, 50. And indeed it (this Qur’ân) will be an anguish for the disbelievers (on the Day of Resurrection).[1],(V.69:50) See the footnote of (V.3:85).
69,51,وَإِنَّهُۥ لَحَقُّ ٱلۡيَقِينِ," 51. And verily, it (this Qur’ân) is an absolute truth with certainty.[2]",(V.69:51) See the footnote of (V.10:37).
69,52,فَسَبِّحۡ بِٱسۡمِ رَبِّكَ ٱلۡعَظِيمِ," 52. So glorify the Name of your Lord, the Most Great.[3]",(V.69:52) See footnotes of (V.13:28).
