surah,ayah,arabic_text,translation,footnotes
83,1,وَيۡلٞ لِّلۡمُطَفِّفِينَ,1. அளவில் மோசடி செய்பவர்களுக்குக் கேடுதான்.,
83,2,ٱلَّذِينَ إِذَا ٱكۡتَالُواْ عَلَى ٱلنَّاسِ يَسۡتَوۡفُونَ,"2. அவர்கள் மனிதர்களிடம் அளந்து வாங்கினால், நிறைய அளந்து கொள்கின்றனர்.",
83,3,وَإِذَا كَالُوهُمۡ أَو وَّزَنُوهُمۡ يُخۡسِرُونَ,3. மற்றவர்களுக்கு அவர்கள் அளந்து கொடுத்தாலும் அல்லது நிறுத்துக் கொடுத்தாலும் குறைத்து (அவர்களை நஷ்டப்படுத்தி) விடுகின்றனர்.,
83,4,أَلَا يَظُنُّ أُوْلَٰٓئِكَ أَنَّهُم مَّبۡعُوثُونَ,"4, 5. மகத்தான ஒரு நாளில், நிச்சயமாக அவர்கள் (உயிர் கொடுத்து) எழுப்பப்படுவார்கள் என்பதை அவர்கள் நம்பவில்லையா?",
83,5,لِيَوۡمٍ عَظِيمٖ,"4, 5. மகத்தான ஒரு நாளில், நிச்சயமாக அவர்கள் (உயிர் கொடுத்து) எழுப்பப்படுவார்கள் என்பதை அவர்கள் நம்பவில்லையா?",
83,6,يَوۡمَ يَقُومُ ٱلنَّاسُ لِرَبِّ ٱلۡعَٰلَمِينَ,"6. அந்நாளில், மனிதர்கள் அனைவருமே உலகத்தாரின் இறைவன் முன் (விசாரணைக்காக) நின்று கொண்டிருப்பார்கள்.",
83,7,كَلَّآ إِنَّ كِتَٰبَ ٱلۡفُجَّارِ لَفِي سِجِّينٖ,7. நிச்சயமாக பாவிகளின் பதிவேடு (நரகத்தின்) சிறைக்கூடத்தில் இருக்கும்.,
83,8,وَمَآ أَدۡرَىٰكَ مَا سِجِّينٞ,8. (நபியே!) அச்சிறைக்கூடத்தின் பதிவேட்டை நீர் அறிவீரா?,
83,9,كِتَٰبٞ مَّرۡقُومٞ,9. அது ஒரு பதிவுப்புத்தகம் (தண்டிக்கப்பட வேண்டியவர்களின் பெயர்கள் எல்லாம்) அதில் பதியப்பட்டிருக்கும்.,
83,10,وَيۡلٞ يَوۡمَئِذٖ لِّلۡمُكَذِّبِينَ,10. (இதைப்) பொய்யாக்குபவர்களுக்கு அந்நாளில் கேடுதான்!,
