surah,ayah,arabic_text,translation,footnotes
74,1,يَٰٓأَيُّهَا ٱلۡمُدَّثِّرُ,1. (நபியே! வஹ்யின் அதிர்ச்சியால்) போர்வை போர்த்திக் கொண்டிருப்பவரே! ,
74,2,قُمۡ فَأَنذِرۡ,2. நீர் எழுந்து நின்று (மனிதர்களுக்கு) அச்சமூட்டி எச்சரிக்கை செய்வீராக;,
74,3,وَرَبَّكَ فَكَبِّرۡ,3. உமது இறைவனைப் பெருமைப்படுத்துவீராக;,
74,4,وَثِيَابَكَ فَطَهِّرۡ,4. உமது ஆடையைப் பரிசுத்தமாக்கி வைத்துக்கொள்வீராக;,
74,5,وَٱلرُّجۡزَ فَٱهۡجُرۡ,5. அசுத்தங்களை வெறுத்துவிடுவீராக.,
74,6,وَلَا تَمۡنُن تَسۡتَكۡثِرُ,"6. எவருக்கும் நீர் (நன்மை) உபகாரம் செய்து, (அதைவிட) அதிகமாக (அவனிடம்) பெற்றுக்கொள்ளக் கருதாதீர்.",
74,7,وَلِرَبِّكَ فَٱصۡبِرۡ,7. உமது இறைவனின் கட்டளையை நிறைவேற்றுவதற்காக (சிரமங்களை) நீர் பொறுத்திருப்பீராக.,
74,8,فَإِذَا نُقِرَ فِي ٱلنَّاقُورِ,"8. எக்காளத்தில் (மகா ஊதுகுழாயில்) ஊதப்படும் சமயத்தில்,",
74,9,فَذَٰلِكَ يَوۡمَئِذٖ يَوۡمٌ عَسِيرٌ,9. அந்நாள் மிக்க கஷ்டமான நாளாகும்.,
74,10,عَلَى ٱلۡكَٰفِرِينَ غَيۡرُ يَسِيرٖ,10. (அந்நாள்) நிராகரிப்பவர்களுக்கு எளிதானதல்ல.,
74,11,ذَرۡنِي وَمَنۡ خَلَقۡتُ وَحِيدٗا,11. (நபியே! நீர் சிபாரிசுக்கு வராது) என்னை(யும் அவனையும்) விட்டுவிடுவீராக. அவனை நான் தனியாகவே படைத்தேன்.,
74,12,وَجَعَلۡتُ لَهُۥ مَالٗا مَّمۡدُودٗا,"12. பின்னர், நான் அவனுக்கு ஏராளமான பொருளையும் கொடுத்தேன்.",
74,13,وَبَنِينَ شُهُودٗا,13. எந்நேரமும் அவனுடன் இருக்கக்கூடிய ஆண் பிள்ளைகளையும் (நான் அவனுக்குக் கொடுத்தேன்).,
74,14,وَمَهَّدتُّ لَهُۥ تَمۡهِيدٗا,14. அவனுக்கு வேண்டியவை எல்லாம் ஏற்கனவே அவனுக்காக தயார்படுத்தியும் வைத்தேன்.,
74,15,ثُمَّ يَطۡمَعُ أَنۡ أَزِيدَ,"15. பிறகு, நான் அவனுக்கு (மறுமையில்) இன்னும் அதிகமாகவும் கொடுப்பேன் என்றும் எதிர்பார்க்கிறான்.",
74,16,كَلَّآۖ إِنَّهُۥ كَانَ لِأٓيَٰتِنَا عَنِيدٗا,"16. அவ்வாறு ஆகக்கூடியதல்ல. ஏனென்றால், நிச்சயமாக அவன் நம் வசனங்களுக்கு எதிரியாக இருக்கிறான்.",
74,17,سَأُرۡهِقُهُۥ صَعُودًا,17. அதிசீக்கிரத்தில் அவனை ஒரு சிரமமான சிகரத்தில் ஏற்றிவிடுவேன்.,
