surah,ayah,arabic_text,translation,footnotes
82,1,إِذَا ٱلسَّمَآءُ ٱنفَطَرَتۡ,"1. (உலக முடிவில்) வானம் வெடித்துவிட்டால்,",
82,2,وَإِذَا ٱلۡكَوَاكِبُ ٱنتَثَرَتۡ,"2. நட்சத்திரங்கள் சிதறிவிட்டால்,",
82,3,وَإِذَا ٱلۡبِحَارُ فُجِّرَتۡ,"3. கடல்கள் பிளக்கப்பட்டுவிட்டால்,",
82,4,وَإِذَا ٱلۡقُبُورُ بُعۡثِرَتۡ,"4. சமாதிகளும் திறக்கப்பட்டால் (மரணித்தவர்கள் உயிர் பெற்றெழுந்து,)",
82,5,عَلِمَتۡ نَفۡسٞ مَّا قَدَّمَتۡ وَأَخَّرَتۡ,"5. ஒவ்வோர் ஆத்மாவும் தான் (உலகத்தில்) முன்னர் செய்தவற்றையும், (உலகத்தில்) தான் விட்டு வந்தவற்றையும் நன்கறிந்துகொள்ளும்.",
82,6,يَٰٓأَيُّهَا ٱلۡإِنسَٰنُ مَا غَرَّكَ بِرَبِّكَ ٱلۡكَرِيمِ,6. மனிதனே! மிக கண்ணியம் உள்ள உனது இறைவனைப் பற்றி உன்னை மயக்கிவிட்டது எது?,
82,7,ٱلَّذِي خَلَقَكَ فَسَوَّىٰكَ فَعَدَلَكَ,7. அவன்தான் (ஒன்றுமில்லாதிருந்த) உன்னைப் படைத்து மேலான விதத்தில் மிக ஒழுங்காக உன்னை அமைத்தான்.,
82,8,فِيٓ أَيِّ صُورَةٖ مَّا شَآءَ رَكَّبَكَ,8. அவன் விரும்பிய (மிக்க அழகான) கோலத்தில் உன் அவயங்களைப் பொறுத்தினான்.,
82,9,كَلَّا بَلۡ تُكَذِّبُونَ بِٱلدِّينِ,"9. எனினும், (மனிதர்களே!) நீங்கள் கூலி கொடுக்கும் (தீர்ப்பு) நாளைப் பொய்யாக்குகிறீர்கள்.",
82,10,وَإِنَّ عَلَيۡكُمۡ لَحَٰفِظِينَ,10. நிச்சயமாக உங்கள் மீது காவலாளர்கள் ஏற்படுத்தப்பட்டு இருக்கின்றனர்.,
82,11,كِرَامٗا كَٰتِبِينَ,11. அவர்கள் (வானவர்களில் உள்ள) கண்ணியமான எழுத்தாளர்கள்.,
82,12,يَعۡلَمُونَ مَا تَفۡعَلُونَ,12. நீங்கள் செய்பவற்றையெல்லாம் அவர்கள் (தவறாது) அறிந்து (எழுதிக்) கொள்வார்கள்.,
82,13,إِنَّ ٱلۡأَبۡرَارَ لَفِي نَعِيمٖ,"13. ஆகவே, நிச்சயமாக நல்லவர்கள், இன்பம் நிறைந்த சொர்க்கத்தில் இருப்பார்கள்.",
82,14,وَإِنَّ ٱلۡفُجَّارَ لَفِي جَحِيمٖ,14. நிச்சயமாகத் தீயவர்கள் நரகத்தில்தான் இருப்பார்கள்.,
82,15,يَصۡلَوۡنَهَا يَوۡمَ ٱلدِّينِ,15. கூலி கொடுக்கும் நாளில் அதையே அவர்கள் அடைவார்கள்.,
82,16,وَمَا هُمۡ عَنۡهَا بِغَآئِبِينَ,16. அவர்கள் அதிலிருந்து மறைந்து (தப்பி ஓடி) விட முடியாது.,
82,17,وَمَآ أَدۡرَىٰكَ مَا يَوۡمُ ٱلدِّينِ,17. (நபியே!) கூலி கொடுக்கும் அந்நாள் என்னவென்று நீர் அறிவீரா?,
82,18,ثُمَّ مَآ أَدۡرَىٰكَ مَا يَوۡمُ ٱلدِّينِ,"18. பிறகு, கூலி கொடுக்கும் அந்நாள் என்னவென்று உமக்கு எவரேனும் அறிவித்தனரா?",
82,19,يَوۡمَ لَا تَمۡلِكُ نَفۡسٞ لِّنَفۡسٖ شَيۡـٔٗاۖ وَٱلۡأَمۡرُ يَوۡمَئِذٖ لِّلَّهِ,"19. அந்நாளில் ஓர் ஆத்மா, மற்றோர் ஆத்மாவுக்கு ஒரு பயனுமளிக்க சக்தி பெறாது. அதிகாரமும் அந்நாளில் அல்லாஹ்வுக்கே இருக்கும்.",
