surah,ayah,arabic_text,translation,footnotes
44,1,حمٓ,"Хаа, Миим.[1]",[1] Бакара сүрөсүнүн 1-аятын караңыз.
44,2,وَٱلۡكِتَٰبِ ٱلۡمُبِينِ,Ачык баяндоочу Китепке ант!,
44,3,إِنَّآ أَنزَلۡنَٰهُ فِي لَيۡلَةٖ مُّبَٰرَكَةٍۚ إِنَّا كُنَّا مُنذِرِينَ,Биз аны (Куранды) Ыйык (Кадыр) түнүндө түшүрдүк. Жана Биз (аны менен элдерди) эскертүүчүбүз.,
44,4,فِيهَا يُفۡرَقُ كُلُّ أَمۡرٍ حَكِيمٍ,"Ал түндө ар бир бекем, өзгөргүс иштер белгиленет.[1]","[1] Рамазан айынын ыйык Кадыр түнүндө Аллах таала Өз алдындагы Тагдыр Китеби Лавхул-Мавхузда белгиленген  жана ошол жылы ишке аша турган тагдырларды, ырыскыларды, өмүр жана өлүмдү жана башка иштерди аткаруучу, жазуучу периштелерге дагы бир ирет белгилеп берет."
44,5,أَمۡرٗا مِّنۡ عِندِنَآۚ إِنَّا كُنَّا مُرۡسِلِينَ,"Биздин буйругубуз болгону себептүү. Чынында, Биз пайгамбарларды жиберүүчүбүз.",
44,6,رَحۡمَةٗ مِّن رَّبِّكَۚ إِنَّهُۥ هُوَ ٱلسَّمِيعُ ٱلۡعَلِيمُ,"Раббиңден ырайымдуулук иретинде. Чынында, Ал - Угуучу, Билүүчү!",
44,7,رَبِّ ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِ وَمَا بَيۡنَهُمَآۖ إِن كُنتُم مُّوقِنِينَ,"(Жана Ал) эгер ишенсеңер, асмандардын, жердин жана ал экөөнүн ортосундагы (бардык) нерселердин Раббиси!",
44,8,لَآ إِلَٰهَ إِلَّا هُوَ يُحۡيِۦ وَيُمِيتُۖ رَبُّكُمۡ وَرَبُّ ءَابَآئِكُمُ ٱلۡأَوَّلِينَ,"Эч бир кудай жок, жалгыз Өзү бар! Ал тирилтет жана өлтүрөт. Силердин жана абалкы ата-бабаңардын Раббиси!",
44,9,بَلۡ هُمۡ فِي شَكّٖ يَلۡعَبُونَ,Жок! Алар (ойлонуунун ордуна) күмөн санап оюнкарактык кылышууда!,
44,10,فَٱرۡتَقِبۡ يَوۡمَ تَأۡتِي ٱلسَّمَآءُ بِدُخَانٖ مُّبِينٖ,Сен (алардын башына) асман анык түтүн келтирген Күндү күт.[1],"[1] Кыяматта күнөөкөр пенделерди тозокко жакын алып келингенде, аларды тозоктун түтүнү ороп алат. (Садий)"
44,11,يَغۡشَى ٱلنَّاسَۖ هَٰذَا عَذَابٌ أَلِيمٞ,Бул жан ооруткан азап (түтүн) адамдарды (мушриктерди) ороп алат.,
44,12,رَّبَّنَا ٱكۡشِفۡ عَنَّا ٱلۡعَذَابَ إِنَّا مُؤۡمِنُونَ,"(Анан алар): «О, Рабби! Биз ыйман келтирели! Бизден азапты арылта көр!» (дешет).",
44,13,أَنَّىٰ لَهُمُ ٱلذِّكۡرَىٰ وَقَدۡ جَآءَهُمۡ رَسُولٞ مُّبِينٞ,"Алар кайдан эсине келмек эле! Акыры, аларга (ушуга чейин эле) анык баяндоочу пайгамбар келген.",
44,14,ثُمَّ تَوَلَّوۡاْ عَنۡهُ وَقَالُواْ مُعَلَّمٞ مَّجۡنُونٌ,(Бирок) кийин андан жүз үйрүп: «(Куран сага христиан аалымдары тарабынан) үйрөтүлгөн. (Сен) жиндисиң» – дешти.,
44,15,إِنَّا كَاشِفُواْ ٱلۡعَذَابِ قَلِيلًاۚ إِنَّكُمۡ عَآئِدُونَ,"Биз, аныгында, силерден азапты бир аз арылттык. Силер болсо (күнөөгө кайра) кайттыңар.",
44,16,يَوۡمَ نَبۡطِشُ ٱلۡبَطۡشَةَ ٱلۡكُبۡرَىٰٓ إِنَّا مُنتَقِمُونَ,(Анан) чоң азап менен азапталган күнү[1] Биз силерден өч алдык.,[1] Бул – Курайш мушриктеринин башына түшкөн «Бадр» согушундагы жеңилүү күнү.
44,17,۞ وَلَقَدۡ فَتَنَّا قَبۡلَهُمۡ قَوۡمَ فِرۡعَوۡنَ وَجَآءَهُمۡ رَسُولٞ كَرِيمٌ,Биз алардан мурун Фараон элин сынадык. Аларга улук элчи (Муса) келди.,
44,18,أَنۡ أَدُّوٓاْ إِلَيَّ عِبَادَ ٱللَّهِۖ إِنِّي لَكُمۡ رَسُولٌ أَمِينٞ,(Жана мындай деди): «Аллахтын пенделерин мага тапшыргыла![1] Мен силерге ишеничтүү пайгамбармын.,"[1] Анын милдети Фараондун кол астында кул болгон Исраил урпактарын азаттыкка чыгарып, өздөрүнүн түпкү мекени Палестинага кайтаруу болгон."
44,19,وَأَن لَّا تَعۡلُواْ عَلَى ٱللَّهِۖ إِنِّيٓ ءَاتِيكُم بِسُلۡطَٰنٖ مُّبِينٖ,Өзүңөрдү Аллахтан жогору койбогула! Мен силерге анык далилдерди алып келдим.,
44,20,وَإِنِّي عُذۡتُ بِرَبِّي وَرَبِّكُمۡ أَن تَرۡجُمُونِ,Мени ташбараң кылууңардан коргоо тилеп өзүмдүн жана силердин Раббиңерге жалбарамын.,
44,21,وَإِن لَّمۡ تُؤۡمِنُواْ لِي فَٱعۡتَزِلُونِ,"Эгер ыйман келтирбесеңер, мени жөн койгула»",
44,22,فَدَعَا رَبَّهُۥٓ أَنَّ هَٰٓؤُلَآءِ قَوۡمٞ مُّجۡرِمُونَ,Анан ал Раббисине: «Алар күнөөкөр элдер экен. (Аларга азап жибер)» – деп дуба кылды.,
44,23,فَأَسۡرِ بِعِبَادِي لَيۡلًا إِنَّكُم مُّتَّبَعُونَ,"(Аллах анын дубасын кабыл алып) «Менин пенделеримди алып түнү менен (Мисирден) чык. Силердин артыңардан кубалашат» - деп, (вахий кылды). (Фараон аларга жетейин деп калганда Аллах таала Мусага «Таягың менен деңизди ур» деп вахий кылат. Буйрукту аткарганда, он эки уруу үчүн деңизден он эки жол ачылат. Муса эли менен аман-эсен өтүп, деңизди дагы баягы калыбына келтирүү үчүн таягын саздап калганда, Аллах таала, алардын артынан келген Фараоун аскерлерин деңиз-жолго киргизүү үчүн, Мусага:)",
44,24,وَٱتۡرُكِ ٱلۡبَحۡرَ رَهۡوًاۖ إِنَّهُمۡ جُندٞ مُّغۡرَقُونَ,«Деңизди жөн кой. Алар чөгүп кетүүчү аскерлер!» – деди.,
44,25,كَمۡ تَرَكُواْ مِن جَنَّٰتٖ وَعُيُونٖ,"Алар нечендеген бактарды, булактарды,",
44,26,وَزُرُوعٖ وَمَقَامٖ كَرِيمٖ,"Эгиндерди, эң мыкты үй-жайларды",
44,27,وَنَعۡمَةٖ كَانُواْ فِيهَا فَٰكِهِينَ,Жана ойноп-чардаган (башка көп) нээматтарды (ээсиз калтырып чөгүп кетишти).,
44,28,كَذَٰلِكَۖ وَأَوۡرَثۡنَٰهَا قَوۡمًا ءَاخَرِينَ,"Ошентип, Биз аларды башка коомго (Исраил урпактарына) мурастап бердик.",
44,29,فَمَا بَكَتۡ عَلَيۡهِمُ ٱلسَّمَآءُ وَٱلۡأَرۡضُ وَمَا كَانُواْ مُنظَرِينَ,"Аларга асман да, жер да ыйлаган жок! Аларга мөөнөт да берилген жок![1]","[1] Фараон деңиз койнунда калып, өлүмү көзүнө көрүнүп калганда, «Мен Мусанын Кудайына ыйман келтирдим!» деп зар какшайт. Бирок, бул ыйман кабыл болбоду жана тообо келтирип башкадан жашоосуна мөөнөт берилбеди."
44,30,وَلَقَدۡ نَجَّيۡنَا بَنِيٓ إِسۡرَٰٓءِيلَ مِنَ ٱلۡعَذَابِ ٱلۡمُهِينِ,Биз Исраил урпактарын кордук (кулчулук) азабынан –,
44,31,مِن فِرۡعَوۡنَۚ إِنَّهُۥ كَانَ عَالِيٗا مِّنَ ٱلۡمُسۡرِفِينَ,"Фараондон куткардык. Ал өзүн (Аллахтан да) бийик сезген, чектен чыккан адамдардан эле.",
44,32,وَلَقَدِ ٱخۡتَرۡنَٰهُمۡ عَلَىٰ عِلۡمٍ عَلَى ٱلۡعَٰلَمِينَ,Биз билген абалда аларды (Исраил урпактарын) ааламдардан (адамдардан) тандап алган элек.,
44,33,وَءَاتَيۡنَٰهُم مِّنَ ٱلۡأٓيَٰتِ مَا فِيهِ بَلَٰٓؤٞاْ مُّبِينٌ,Жана аларга анык сыноолорду[1] ичине камтыган моожизаларды бердик.,"[1] Бирок, алар сыноодон өтө албай, «тандалган улут» деген наамга ылайык эместигин көргөзүштү. Муса пайгамбарды кыйнап, тажатып: «Бизге Раббиңди көргөз» дегенге чейинки каапырчылыкка барышты."
44,34,إِنَّ هَٰٓؤُلَآءِ لَيَقُولُونَ,Алар (Курайш каапырлары) айтышты:,
44,35,إِنۡ هِيَ إِلَّا مَوۡتَتُنَا ٱلۡأُولَىٰ وَمَا نَحۡنُ بِمُنشَرِينَ,«Биринчи өлүмүбүздөн башка өлүм (биринчи жашообуздан башка жашоо) жок. Биз (эч качан) кайра тирилбейбиз.,
44,36,فَأۡتُواْ بِـَٔابَآئِنَآ إِن كُنتُمۡ صَٰدِقِينَ,"Эгер силер (оо, момундар) чынчыл болсоңор,[1] биздин ата-бабабызды (тирилтип) алып келгилечи?!»",[1] «Адам наркы дүйнөдө кайра тирилет» деген сөзүңөрдө.
