surah,ayah,arabic_text,translation,footnotes
87,1,سَبِّحِ ٱسۡمَ رَبِّكَ ٱلۡأَعۡلَى,Эң жогорку Раббиңдин ысымын (бардык кемчилдиктүү сыпаттардан) аруула!,
87,2,ٱلَّذِي خَلَقَ فَسَوَّىٰ,Ал (бүт ааламдарды) жараткан жана тең салмактуу кылган.,
87,3,وَٱلَّذِي قَدَّرَ فَهَدَىٰ,"Жана (ааламдардагы жандуу-жансыз нерселердин өмүрүн, тагдырын) өлчөп-белгилеп, (ар бирине өзгөчө касиеттер берип, жашоо жолуна) багыттаган.",
87,4,وَٱلَّذِيٓ أَخۡرَجَ ٱلۡمَرۡعَىٰ,"Ал (эрте жазда жерден ар түрдүү) өсүмдүктү чыгарып,",
87,5,فَجَعَلَهُۥ غُثَآءً أَحۡوَىٰ,андан соң (кеч күздө) карарган чөп кылып койот.,
87,6,سَنُقۡرِئُكَ فَلَا تَنسَىٰٓ,"(Оо, Мухаммад), Биз сага (Куранды) окутабыз. Анан сен эч унутпайсың.",
87,7,إِلَّا مَا شَآءَ ٱللَّهُۚ إِنَّهُۥ يَعۡلَمُ ٱلۡجَهۡرَ وَمَا يَخۡفَىٰ,"Бирок, Аллах (унуттурууну) каалаган нерселерди гана унутасың. Ал чынында, ашкере жана купуя нерселерди билет.",
87,8,وَنُيَسِّرُكَ لِلۡيُسۡرَىٰ,Жана Биз сага оңой жолду жеңил кылып беребиз.[1],"[1] Аяттагы “оңой жол” – бул Ислам дини. Ислам дини диндердин арасындагы эң жеңил, эң оңой дин. Аны үйрөнүү да, үйрөтүү да, аны менен жашоо да жеңил. Анын ибадаттары да жеңил."
87,9,فَذَكِّرۡ إِن نَّفَعَتِ ٱلذِّكۡرَىٰ,"Эми, насаат пайда берсе (адамдарга Куран менен) насаат айткын.",
87,10,سَيَذَّكَّرُ مَن يَخۡشَىٰ,(Насаатты) Аллахтан корккон адамдар гана эсине алышат.,
87,11,وَيَتَجَنَّبُهَا ٱلۡأَشۡقَى,Шордуу адам болсо андан качат.,
87,12,ٱلَّذِي يَصۡلَى ٱلنَّارَ ٱلۡكُبۡرَىٰ,Ал эбегейсиз чоң отко кире турган киши.,
87,13,ثُمَّ لَا يَمُوتُ فِيهَا وَلَا يَحۡيَىٰ,Ал анын (тозоктун) ичинде же өлө албайт же жашай албайт!,
87,14,قَدۡ أَفۡلَحَ مَن تَزَكَّىٰ,"Ким (ыйман менен) тазарган болсо, ал ийгиликке жетти!",
87,15,وَذَكَرَ ٱسۡمَ رَبِّهِۦ فَصَلَّىٰ,"Жана Раббисинин ысымын эскерип, намаз окуса ( - ийгиликке жетти).",
87,16,بَلۡ تُؤۡثِرُونَ ٱلۡحَيَوٰةَ ٱلدُّنۡيَا,"Силер (эй, каапырлар!) дүйнө жашоосун (Акыреттен) жогору койосуңар!",
87,17,وَٱلۡأٓخِرَةُ خَيۡرٞ وَأَبۡقَىٰٓ,"Бирок, Акырет (жашоосу) жакшы жана түбөлүк!",
87,18,إِنَّ هَٰذَا لَفِي ٱلصُّحُفِ ٱلۡأُولَىٰ,"Чынында, бул (айтылгандар) абалкы (ыйык) барактарда да бар эле.",
87,19,صُحُفِ إِبۡرَٰهِيمَ وَمُوسَىٰ,Ибрахимдин жана Мусанын барактарында.,
