surah,ayah,arabic_text,translation,footnotes
62,1,يُسَبِّحُ لِلَّهِ مَا فِي ٱلسَّمَٰوَٰتِ وَمَا فِي ٱلۡأَرۡضِ ٱلۡمَلِكِ ٱلۡقُدُّوسِ ٱلۡعَزِيزِ ٱلۡحَكِيمِ,"Аллахка асмандардагы жана Жердеги бардык нерселер тасбих айтат. Ал – Падыша, Таза-Пакиза, Кудуреттүү жана Даанышман!",
62,2,هُوَ ٱلَّذِي بَعَثَ فِي ٱلۡأُمِّيِّـۧنَ رَسُولٗا مِّنۡهُمۡ يَتۡلُواْ عَلَيۡهِمۡ ءَايَٰتِهِۦ وَيُزَكِّيهِمۡ وَيُعَلِّمُهُمُ ٱلۡكِتَٰبَ وَٱلۡحِكۡمَةَ وَإِن كَانُواْ مِن قَبۡلُ لَفِي ضَلَٰلٖ مُّبِينٖ,"Ал уммий адамдар[1] арасына өздөрүнүн ичинен (тандап алган) пайгамбарды жиберди. Ошол (пайгамбар) аларга Аллахтын аяттарын тилават кылат, аларды (ширк жана башка күнөөлөрдөн) тазартат жана Китеп менен Сүннөттү таалим берет. Алар мындан мурда анык адашууда болушкан.","[1] Арабдар энени ""Уммун"" дешет. ""Уммий"" дегендин мааниси ""энеден туулган бойдон окуу-жазууну билбей чоңойгон"" дегенди түшүндүрөт."
62,3,وَءَاخَرِينَ مِنۡهُمۡ لَمَّا يَلۡحَقُواْ بِهِمۡۚ وَهُوَ ٱلۡعَزِيزُ ٱلۡحَكِيمُ,"Жана (Аллах ал пайгамбарды) али аларга кошулбаган башка элдерге[1] да жиберди. Ал – Кудуреттүү, Даанышман.","[1] Бул элдер сахабалардан кийин келип, алардын дин кербенине кошула турган мусулмандар же болбосо, тээ кыяматка чейин ислам үммөтүнө кошула турган арабдан башка элдер."
62,4,ذَٰلِكَ فَضۡلُ ٱللَّهِ يُؤۡتِيهِ مَن يَشَآءُۚ وَٱللَّهُ ذُو ٱلۡفَضۡلِ ٱلۡعَظِيمِ,Бул Аллахтын каалаган пенделерине бере турган пазилети. Аллах улуу пазилет Ээси![1],"[1] Уммий арабдар арасынан Мухаммад саллалоху алайхи ва саллам пайгамбарчылык пазилети менен келгенде яхудилер ""Аллах пайгамбарды уммийлердин арасынан тандамак беле? Тандаса, мына биздин арабыздан тандайт. Себеби, бизде илим - Ыйык Китеп бар"" дешип ыйман келтирбей коюшкан. Бирок, дал ошол Тооратта акыркы пайгамбар арабдардын арасынан келиши жөнүндө ыйык кабар айтылган эле."
62,5,مَثَلُ ٱلَّذِينَ حُمِّلُواْ ٱلتَّوۡرَىٰةَ ثُمَّ لَمۡ يَحۡمِلُوهَا كَمَثَلِ ٱلۡحِمَارِ يَحۡمِلُ أَسۡفَارَۢاۚ بِئۡسَ مَثَلُ ٱلۡقَوۡمِ ٱلَّذِينَ كَذَّبُواْ بِـَٔايَٰتِ ٱللَّهِۚ وَٱللَّهُ لَا يَهۡدِي ٱلۡقَوۡمَ ٱلظَّٰلِمِينَ,"Тооратты (колдорунда) көтөргөнү менен, кийин аны(н өкүм-буйруктарын иш жүзүнө аткара) көтөрбөгөн адамдар, үстүнө көп китеп көтөргөн эшек сыяктуу. Аллахтын аяттарын жалганга чыгарган коомдун тамсили кандай жаман! Аллах залым коомду туура жолго баштабайт!",
62,6,قُلۡ يَٰٓأَيُّهَا ٱلَّذِينَ هَادُوٓاْ إِن زَعَمۡتُمۡ أَنَّكُمۡ أَوۡلِيَآءُ لِلَّهِ مِن دُونِ ٱلنَّاسِ فَتَمَنَّوُاْ ٱلۡمَوۡتَ إِن كُنتُمۡ صَٰدِقِينَ,"(Оо, Мухаммад!) Айткын: «Оо, яхудилер! Эгер силер «Бардык адамдар эмес, мына биз гана Аллахтын сүйгөн пенделерибиз» деп ойлосоңор, анда өлүмдү тилегиле, эгер чынчыл болсоңор».",
62,7,وَلَا يَتَمَنَّوۡنَهُۥٓ أَبَدَۢا بِمَا قَدَّمَتۡ أَيۡدِيهِمۡۚ وَٱللَّهُ عَلِيمُۢ بِٱلظَّٰلِمِينَ,"(Жок,) алар жасаган (көп күнөө) иштери себептүү эч качан өлүмдү сагынышпайт. Аллах залымдарды Билүүчү.",
62,8,قُلۡ إِنَّ ٱلۡمَوۡتَ ٱلَّذِي تَفِرُّونَ مِنۡهُ فَإِنَّهُۥ مُلَٰقِيكُمۡۖ ثُمَّ تُرَدُّونَ إِلَىٰ عَٰلِمِ ٱلۡغَيۡبِ وَٱلشَّهَٰدَةِ فَيُنَبِّئُكُم بِمَا كُنتُمۡ تَعۡمَلُونَ,"Айт: «силер качып (коркуп) жүргөн өлүмгө албетте жолугасыңар. Кийин, көмүскөнү да, көрүнгөндү да Билүүчүгө кайтарыласыңар. Ал силерге жасаган ишиңердин кабарын билдирет.",
62,9,يَٰٓأَيُّهَا ٱلَّذِينَ ءَامَنُوٓاْ إِذَا نُودِيَ لِلصَّلَوٰةِ مِن يَوۡمِ ٱلۡجُمُعَةِ فَٱسۡعَوۡاْ إِلَىٰ ذِكۡرِ ٱللَّهِ وَذَرُواْ ٱلۡبَيۡعَۚ ذَٰلِكُمۡ خَيۡرٞ لَّكُمۡ إِن كُنتُمۡ تَعۡلَمُونَ,"Оо, ыйман келтирген пенделер! Эгер Жума күнү (Жума намазына чакырып) азан айтылчу болсо, тезинен Аллахты эскерүүгө (мечиттерге) шашылгыла жана сооданы (намаз бүткөнгө чейин) токтоткула. Бул өзүңөр үчүн жакшы, эгер билсеңер.",
62,10,فَإِذَا قُضِيَتِ ٱلصَّلَوٰةُ فَٱنتَشِرُواْ فِي ٱلۡأَرۡضِ وَٱبۡتَغُواْ مِن فَضۡلِ ٱللَّهِ وَٱذۡكُرُواْ ٱللَّهَ كَثِيرٗا لَّعَلَّكُمۡ تُفۡلِحُونَ,"Ал эми, намаз бүткөндө Аллахтын ырыскыларын издеп, жер бетине жайылгыла жана Аллахты көп эстегиле. (Ошондо) жеңишке (бейишке) жетээрсиңер!",
