surah,ayah,arabic_text,translation,footnotes
36,1,يسٓ,Ya. Sin.,
36,2,وَٱلۡقُرۡءَانِ ٱلۡحَكِيمِ,And olsun hikmətli Qurana!,
36,3,إِنَّكَ لَمِنَ ٱلۡمُرۡسَلِينَ,"Həqiqətən, sən göndərilmiş elçilərdənsən,",
36,4,عَلَىٰ صِرَٰطٖ مُّسۡتَقِيمٖ,doğru yoldasan.,
36,5,تَنزِيلَ ٱلۡعَزِيزِ ٱلرَّحِيمِ,"(Bu Quran) Qüdrətli və Rəhmli (Allah) tərəfindən nazil edilmişdir ki,",
36,6,لِتُنذِرَ قَوۡمٗا مَّآ أُنذِرَ ءَابَآؤُهُمۡ فَهُمۡ غَٰفِلُونَ,"ataları xəbərdar edilməmiş, özləri də qafil olan bir qövmü xəbərdar edəsən.",
36,7,لَقَدۡ حَقَّ ٱلۡقَوۡلُ عَلَىٰٓ أَكۡثَرِهِمۡ فَهُمۡ لَا يُؤۡمِنُونَ,Artıq əksəriyyətinin iman gətirməyəcəyinə dair söz gerçəkləşdi.,
36,8,إِنَّا جَعَلۡنَا فِيٓ أَعۡنَٰقِهِمۡ أَغۡلَٰلٗا فَهِيَ إِلَى ٱلۡأَذۡقَانِ فَهُم مُّقۡمَحُونَ,"Biz onların boyunlarına dəmir həlqələr keçirdik. Bu həlqələr onların çənələrinə dirənmişdir. Odur ki, başları yuxarı qalxmış, gözləri aşağı dikilmişdir.",
36,9,وَجَعَلۡنَا مِنۢ بَيۡنِ أَيۡدِيهِمۡ سَدّٗا وَمِنۡ خَلۡفِهِمۡ سَدّٗا فَأَغۡشَيۡنَٰهُمۡ فَهُمۡ لَا يُبۡصِرُونَ,"Biz onların önlərindən bir sədd, arxalarından da bir sədd çəkdik və gözlərinə pərdə saldıq. Buna görə də onlar (haqqı) görməzlər.",
36,10,وَسَوَآءٌ عَلَيۡهِمۡ ءَأَنذَرۡتَهُمۡ أَمۡ لَمۡ تُنذِرۡهُمۡ لَا يُؤۡمِنُونَ,"Sən onları qorxutsan da, qorxutmasan da, onlar üçün eynidir, iman gətirməzlər.",
36,11,إِنَّمَا تُنذِرُ مَنِ ٱتَّبَعَ ٱلذِّكۡرَ وَخَشِيَ ٱلرَّحۡمَٰنَ بِٱلۡغَيۡبِۖ فَبَشِّرۡهُ بِمَغۡفِرَةٖ وَأَجۡرٖ كَرِيمٍ,Sən ancaq Zikrə (Qurana) tabe olub Rəhmanı görmədən (Ondan) çəkinən kimsəni qorxuda bilərsən. Beləsini bağışlanma və gözəl bir mükafatla müjdələ.,
