surah,ayah,arabic_text,translation,footnotes
51,1,وَٱلذَّٰرِيَٰتِ ذَرۡوٗا,And olsun toz-torpağı (ətrafa) səpələyən küləklərə!,
51,2,فَٱلۡحَٰمِلَٰتِ وِقۡرٗا,And olsun yağmur yükü daşıyan buludlara!,
51,3,فَٱلۡجَٰرِيَٰتِ يُسۡرٗا,And olsun asanlıqla üzüb gedən gəmilərə!,
51,4,فَٱلۡمُقَسِّمَٰتِ أَمۡرًا,And olsun (Allahın əmr etdiyi) işləri (məxluqat arasında) bölüşdürən mələklərə!,
51,5,إِنَّمَا تُوعَدُونَ لَصَادِقٞ,Sizə vəd olunan həqiqətdir.,
51,6,وَإِنَّ ٱلدِّينَ لَوَٰقِعٞ,"Haqq-hesab da, mütləq olacaqdır.",
51,7,وَٱلسَّمَآءِ ذَاتِ ٱلۡحُبُكِ,And olsun gözəl görünüşü olan səmaya!,
51,8,إِنَّكُمۡ لَفِي قَوۡلٖ مُّخۡتَلِفٖ,"(Ey Məkkə əhli!) Sizin sözləriniz ziddiyyətlidir (bəzən Qurana sehr, bəzən də şeir deyirsiniz. Bəzən Muhammədə sehribaz, bəzən də şair deyirsiniz).  .",
51,9,يُؤۡفَكُ عَنۡهُ مَنۡ أُفِكَ,Ondan (Qurandan və ya Peyğəmbərdən) döndərilən kimsə döndərilər.,
51,10,قُتِلَ ٱلۡخَرَّٰصُونَ,Məhv olsun yalançılar!,
51,11,ٱلَّذِينَ هُمۡ فِي غَمۡرَةٖ سَاهُونَ,"O kəslər ki, cəhalət içində olan qafillərdir.",
51,12,يَسۡـَٔلُونَ أَيَّانَ يَوۡمُ ٱلدِّينِ,Onlar (səndən istehza ilə) Din gününün nə vaxt olacağını soruşurlar.,
51,13,يَوۡمَ هُمۡ عَلَى ٱلنَّارِ يُفۡتَنُونَ,O gün onlara odda əzab veriləcəkdir.,
51,14,ذُوقُواْ فِتۡنَتَكُمۡ هَٰذَا ٱلَّذِي كُنتُم بِهِۦ تَسۡتَعۡجِلُونَ,(Onlara deyiləcək:) “Dadın əzabınızı! Sizin tez gəlməsini istədiyiniz şey (əzab) budur!”,
51,15,إِنَّ ٱلۡمُتَّقِينَ فِي جَنَّٰتٖ وَعُيُونٍ,"Şübhəsiz ki, müttəqilər cənnətlərdə və bulaqlar başında olacaqlar,",
51,16,ءَاخِذِينَ مَآ ءَاتَىٰهُمۡ رَبُّهُمۡۚ إِنَّهُمۡ كَانُواْ قَبۡلَ ذَٰلِكَ مُحۡسِنِينَ,Rəbbinin onlara verdiyini alacaqlar. Çünki onlar bundan əvvəl yaxşı əməllər edən kimsələr olmuşdular.,
51,17,كَانُواْ قَلِيلٗا مِّنَ ٱلَّيۡلِ مَا يَهۡجَعُونَ,Onlar gecələr (ibadət edib) az yatırdılar.,
51,18,وَبِٱلۡأَسۡحَارِ هُمۡ يَسۡتَغۡفِرُونَ,Sübh çağları isə (Allahdan) bağışlanma diləyirdilər.,
51,19,وَفِيٓ أَمۡوَٰلِهِمۡ حَقّٞ لِّلسَّآئِلِ وَٱلۡمَحۡرُومِ,Mallarında dilənçinin və yoxsulun payı vardır.,
51,20,وَفِي ٱلۡأَرۡضِ ءَايَٰتٞ لِّلۡمُوقِنِينَ,Yer üzündə yəqinliklə inananlar üçün (Allahın qüdrətinə dəlalət edən) dəlillər vardır.,
51,21,وَفِيٓ أَنفُسِكُمۡۚ أَفَلَا تُبۡصِرُونَ,(Ey İnsanlar!) Sizin özünüzdə də (Allahın qüdrətinə dəlalət edən) dəlillər var. Məgər görmürsünüz?!,
51,22,وَفِي ٱلسَّمَآءِ رِزۡقُكُمۡ وَمَا تُوعَدُونَ,"Göydə ruziniz (yağış) və sizə vəd olunan (mükafat, cəza və ya xeyir, şər) vardır.",
