surah,ayah,arabic_text,translation,footnotes
88,1,هَلۡ أَتَىٰكَ حَدِيثُ ٱلۡغَٰشِيَةِ,ಆ ಮುಚ್ಚುವ ಘಟನೆಯ (ಪುನರುತ್ಥಾನ ದಿನದ) ಸಮಾಚಾರವು ನಿಮಗೆ ತಲುಪಿದೆಯೇ?,
88,2,وُجُوهٞ يَوۡمَئِذٍ خَٰشِعَةٌ,ಅಂದು ಬಹಳಷ್ಟು ಮುಖಗಳು ದೀನವಾಗಿರುವುವು.,
88,3,عَامِلَةٞ نَّاصِبَةٞ,ಅವರು ಪರಿಶ್ರಮಪಟ್ಟಿರುವರು ಮತ್ತು ಸುಸ್ತಾಗಿರುವರು.,
88,4,تَصۡلَىٰ نَارًا حَامِيَةٗ,ಅವರು ತೀವ್ರ ಶಾಖದ ಬೆಂಕಿಯನ್ನು ಪ್ರವೇಶ ಮಾಡುವರು.,
88,5,تُسۡقَىٰ مِنۡ عَيۡنٍ ءَانِيَةٖ,ಕೊತಕೊತ ಕುದಿಯುವ ಒರತೆಯ  ನೀರನ್ನು ಅವರಿಗೆ ಕುಡಿಸಲಾಗುವುದು.,
88,6,لَّيۡسَ لَهُمۡ طَعَامٌ إِلَّا مِن ضَرِيعٖ,ಅವರಿಗೆ ಮುಳ್ಳಿನ ಮರದಿಂದಲೇ ಹೊರತು ಬೇರೆ ಯಾವುದೇ ಆಹಾರವಿಲ್ಲ.,
88,7,لَّا يُسۡمِنُ وَلَا يُغۡنِي مِن جُوعٖ,ಅದು ಪೋಷಣೆ ನೀಡುವುದಿಲ್ಲ. ಹಸಿವೆಯನ್ನು ನೀಗಿಸುವುದಿಲ್ಲ.,
88,8,وُجُوهٞ يَوۡمَئِذٖ نَّاعِمَةٞ,ಅಂದು ಬಹಳಷ್ಟು ಮುಖಗಳು ಶುಭ್ರ ತಾಜಾತನದಿಂದ ಹೊಳೆಯುತ್ತಿರುವುವು.,
88,9,لِّسَعۡيِهَا رَاضِيَةٞ,ಅವರು ತಮ್ಮ ಪರಿಶ್ರಮದ ಬಗ್ಗೆ ಸಂತೃಪ್ತರಾಗಿರುವರು.,
88,10,فِي جَنَّةٍ عَالِيَةٖ,ಅವರು ಉನ್ನತ ಸ್ವರ್ಗಗಳಲ್ಲಿರುವರು.,
88,11,لَّا تَسۡمَعُ فِيهَا لَٰغِيَةٗ,ಅವರು ಅಲ್ಲಿ ಅನಗತ್ಯ ಮಾತುಗಳನ್ನು ಕೇಳುವುದಿಲ್ಲ.,
88,12,فِيهَا عَيۡنٞ جَارِيَةٞ,ಅದರಲ್ಲಿ ಹರಿಯುವ ತೊರೆಯಿದೆ.,
88,13,فِيهَا سُرُرٞ مَّرۡفُوعَةٞ,ಅಲ್ಲಿ ಎತ್ತರದ ಮಂಚಗಳಿವೆ.,
88,14,وَأَكۡوَابٞ مَّوۡضُوعَةٞ,ಜೋಡಿಸಿಡಲಾದ ಲೋಟಗಳಿವೆ.,
88,15,وَنَمَارِقُ مَصۡفُوفَةٞ,ಸಾಲಾಗಿಡಲಾದ ದಿಂಬುಗಳಿವೆ.,
88,16,وَزَرَابِيُّ مَبۡثُوثَةٌ,ಹರಡಿಕೊಂಡಿರುವ ಜಮಖಾನೆಗಳಿವೆ.,
88,17,أَفَلَا يَنظُرُونَ إِلَى ٱلۡإِبِلِ كَيۡفَ خُلِقَتۡ,ಅವರು ಒಂಟೆಯನ್ನು ನೋಡುವುದಿಲ್ಲವೇ—ಅದನ್ನು ಹೇಗೆ ಸೃಷ್ಟಿಸಲಾಗಿದೆಯೆಂದು?,
88,18,وَإِلَى ٱلسَّمَآءِ كَيۡفَ رُفِعَتۡ,ಆಕಾಶವನ್ನು—ಅದನ್ನು ಹೇಗೆ ಎತ್ತರಿಸಲಾಗಿದೆಯೆಂದು?,
88,19,وَإِلَى ٱلۡجِبَالِ كَيۡفَ نُصِبَتۡ,ಪರ್ವತಗಳನ್ನು—ಅವುಗಳನ್ನು ಹೇಗೆ ದೃಢವಾಗಿ ನಿಲ್ಲಿಸಲಾಗಿದೆಯೆಂದು?,
88,20,وَإِلَى ٱلۡأَرۡضِ كَيۡفَ سُطِحَتۡ,ಭೂಮಿಯನ್ನು—ಅದನ್ನು ಹೇಗೆ ಹರಡಲಾಗಿದೆಯೆಂದು?,
