surah,ayah,arabic_text,translation,footnotes
92,1,وَٱلَّيۡلِ إِذَا يَغۡشَىٰ,ರಾತ್ರಿಯ ಮೇಲಾಣೆ! ಅದು (ಕತ್ತಲೆಯಿಂದ) ಆವರಿಸುವಾಗ.,
92,2,وَٱلنَّهَارِ إِذَا تَجَلَّىٰ,ಹಗಲಿನ ಮೇಲಾಣೆ! ಅದು ಬೆಳಕು ಬೀರುವಾಗ.,
92,3,وَمَا خَلَقَ ٱلذَّكَرَ وَٱلۡأُنثَىٰٓ,ಗಂಡು ಮತ್ತು ಹೆಣ್ಣನ್ನು ಸೃಷ್ಟಿಸಿದವನ ಮೇಲಾಣೆ!,
92,4,إِنَّ سَعۡيَكُمۡ لَشَتَّىٰ,ನಿಶ್ಚಯವಾಗಿಯೂ ನಿಮ್ಮ ಪರಿಶ್ರಮಗಳು ವಿಭಿನ್ನವಾಗಿವೆ.,
92,5,فَأَمَّا مَنۡ أَعۡطَىٰ وَٱتَّقَىٰ,"(ಅಲ್ಲಾಹನ ಮಾರ್ಗದಲ್ಲಿ) ನೀಡಿದವನು ಮತ್ತು (ಅಲ್ಲಾಹನನ್ನು) ಭಯಪಟ್ಟವನು ಯಾರೋ,",
92,6,وَصَدَّقَ بِٱلۡحُسۡنَىٰ,"ಮತ್ತು ಒಳಿತಿನಲ್ಲಿ ನಂಬಿಕೆಯಿಡುವವನು ಯಾರೋ,",
92,7,فَسَنُيَسِّرُهُۥ لِلۡيُسۡرَىٰ,ನಾವು ಅವನಿಗೆ ಸುಲಭವಾದ ದಾರಿಯನ್ನು ಅನುಕೂಲ ಮಾಡಿಕೊಡುವೆವು.,
92,8,وَأَمَّا مَنۢ بَخِلَ وَٱسۡتَغۡنَىٰ,"ಆದರೆ ಜಿಪುಣತನ ತೋರಿದವನು ಮತ್ತು ತನ್ನನ್ನು ತಾನೇ ಸ್ವಯಂ-ಪರ್ಯಾಪ್ತನೆಂದು ಬಗೆದವನು ಯಾರೋ,",
92,9,وَكَذَّبَ بِٱلۡحُسۡنَىٰ,"ಮತ್ತು ಒಳಿತಿನಲ್ಲಿ ನಂಬಿಕೆಯಿಡದವನು ಯಾರೋ,",
92,10,فَسَنُيَسِّرُهُۥ لِلۡعُسۡرَىٰ,ನಾವು ಅವನಿಗೆ ಕಷ್ಟವಾದ ದಾರಿಯನ್ನು ಅನುಕೂಲ ಮಾಡಿಕೊಡುವೆವು.,
92,11,وَمَا يُغۡنِي عَنۡهُ مَالُهُۥٓ إِذَا تَرَدَّىٰٓ,ಅವನು (ನರಕಕ್ಕೆ) ಬೀಳುವಾಗ ಅವನ ಸಂಪತ್ತು ಅವನ ಪ್ರಯೋಜನಕ್ಕೆ ಬರುವುದಿಲ್ಲ.,
92,12,إِنَّ عَلَيۡنَا لَلۡهُدَىٰ,ನಿಶ್ಚಯವಾಗಿಯೂ ಸನ್ಮಾರ್ಗವನ್ನು ತೋರಿಸುವುದು ನಮ್ಮ ಹೊಣೆಯಾಗಿದೆ.,
92,13,وَإِنَّ لَنَا لَلۡأٓخِرَةَ وَٱلۡأُولَىٰ,ನಿಶ್ಚಯವಾಗಿಯೂ ಪರಲೋಕ ಮತ್ತು ಇಹಲೋಕಗಳು ನಮ್ಮ ವಶದಲ್ಲಿವೆ.,
92,14,فَأَنذَرۡتُكُمۡ نَارٗا تَلَظَّىٰ,ನಾನು ನಿಮಗೆ ಧಗಧಗಿಸುವ ಅಗ್ನಿಯ ಬಗ್ಗೆ ಎಚ್ಚರಿಕೆ ನೀಡಿದ್ದೇನೆ.,
92,15,لَا يَصۡلَىٰهَآ إِلَّا ٱلۡأَشۡقَى,ಅತ್ಯಂತ ನತದೃಷ್ಟನಲ್ಲದೆ ಇನ್ನಾರೂ ಅದನ್ನು ಪ್ರವೇಶಿಸುವುದಿಲ್ಲ.,
92,16,ٱلَّذِي كَذَّبَ وَتَوَلَّىٰ,ಅವನು ಯಾರೆಂದರೆ ನಿಷೇಧಿಸಿದವನು ಮತ್ತು ಮುಖ ತಿರುಗಿಸಿ ನಡೆದವನು.,
92,17,وَسَيُجَنَّبُهَا ٱلۡأَتۡقَى,ಅತ್ಯಧಿಕ ದೇವಭಯವುಳ್ಳವನನ್ನು ಅದರಿಂದ ದೂರವಿರಿಸಲಾಗುವುದು.,
92,18,ٱلَّذِي يُؤۡتِي مَالَهُۥ يَتَزَكَّىٰ,ಅವನು ಯಾರೆಂದರೆ ಪರಿಶುದ್ಧತೆಯನ್ನು ಪಡೆಯುವುದಕ್ಕಾಗಿ ತನ್ನ ಸಂಪತ್ತನ್ನು ನೀಡುವವನು.,
92,19,وَمَا لِأَحَدٍ عِندَهُۥ مِن نِّعۡمَةٖ تُجۡزَىٰٓ,ಪ್ರತ್ಯುಪಕಾರವಾಗಿ ಅದನ್ನು ನೀಡಬೇಕಾದ ಯಾವುದೇ ಜರೂರತ್ತು ಅವನೊಡನೆ ಯಾರಿಗೂ ಇಲ್ಲ.[1],[1] ಅಂದರೆ ತನಗೆ ಜನರಿಗೆ ಉಪಕಾರ ಸಿಗಬೇಕು ಎಂಬ ಉದ್ದೇಶದಿಂದ ಅವನು ದಾನ ಮಾಡುವುದಿಲ್ಲ.
92,20,إِلَّا ٱبۡتِغَآءَ وَجۡهِ رَبِّهِ ٱلۡأَعۡلَىٰ,ಅತ್ಯುನ್ನತನಾದ ತನ್ನ ಪರಿಪಾಲಕನ (ಅಲ್ಲಾಹನ) ಸಂಪ್ರೀತಿಗಾಗಿ ಮಾತ್ರ (ಅವನು ಅದನ್ನು ನೀಡುತ್ತಾನೆ).,
