surah,ayah,arabic_text,translation,footnotes
54,1,ٱقۡتَرَبَتِ ٱلسَّاعَةُ وَٱنشَقَّ ٱلۡقَمَرُ,ಅಂತ್ಯಸಮಯವು ಹತ್ತಿರವಾಗಿದೆ ಮತ್ತು ಚಂದ್ರ ಇಬ್ಭಾಗವಾಗಿದೆ.[1],[1] ಮಕ್ಕಾದ ಸತ್ಯನಿಷೇಧಿಗಳ ಬೇಡಿಕೆಯ ಮೇರೆಗೆ ಈ ಪವಾಡವು ಸಂಭವಿಸಿತ್ತು. ಚಂದ್ರ ಇಬ್ಭಾಗವಾಗಿ ಅದರ ಎರಡು ಭಾಗಗಳನ್ನು ಜನರು ಹಿರಾ ಬೆಟ್ಟದ ಎರಡು ಬದಿಗಳಲ್ಲಿ ಕಂಡರು.
54,2,وَإِن يَرَوۡاْ ءَايَةٗ يُعۡرِضُواْ وَيَقُولُواْ سِحۡرٞ مُّسۡتَمِرّٞ,ಅವರು ಯಾವುದೇ ದೃಷ್ಟಾಂತವನ್ನು ನೋಡಿದರೂ ವಿಮುಖರಾಗುತ್ತಾರೆ ಮತ್ತು “ಇದು ಹಿಂದಿನಿಂದಲೇ ನಡೆದು ಬರುತ್ತಿರುವ ಮಾಟಗಾರಿಕೆ” ಎಂದು ಹೇಳುತ್ತಾರೆ.,
54,3,وَكَذَّبُواْ وَٱتَّبَعُوٓاْ أَهۡوَآءَهُمۡۚ وَكُلُّ أَمۡرٖ مُّسۡتَقِرّٞ,ಅವರು ನಿಷೇಧಿಸಿದರು ಮತ್ತು ತಮ್ಮ ಸ್ವೇಚ್ಛೆಗಳನ್ನು ಹಿಂಬಾಲಿಸಿದರು. ಎಲ್ಲಾ ವಿಷಯಗಳಿಗೂ ಒಂದು ನಿಶ್ಚಿತ ಸಮಯವನ್ನು ನಿರ್ಣಯಿಸಲಾಗಿದೆ.,
54,4,وَلَقَدۡ جَآءَهُم مِّنَ ٱلۡأَنۢبَآءِ مَا فِيهِ مُزۡدَجَرٌ,ನಿಶ್ಚಯವಾಗಿಯೂ ಅವರ ಬಳಿಗೆ ಗದರಿಕೆಯ (ಉಪದೇಶವಿರುವ) ಸಮಾಚಾರಗಳು ಬಂದಿವೆ.,
54,5,حِكۡمَةُۢ بَٰلِغَةٞۖ فَمَا تُغۡنِ ٱلنُّذُرُ,ಪೂರ್ಣರೂಪದ ವಿವೇಕಯುಕ್ತ ಮಾತುಗಳು. ಆದರೂ ಆ ಮುನ್ನೆಚ್ಚರಿಕೆಗಳು ಪ್ರಯೋಜನ ನೀಡಲಿಲ್ಲ.,
54,6,فَتَوَلَّ عَنۡهُمۡۘ يَوۡمَ يَدۡعُ ٱلدَّاعِ إِلَىٰ شَيۡءٖ نُّكُرٍ,ಆದ್ದರಿಂದ (ಪ್ರವಾದಿಯವರೇ!) ನೀವು ಅವರಿಂದ ವಿಮುಖರಾಗಿ ಬಿಡಿ. ಕರೆ ನೀಡುವವನು ಅನಿಷ್ಟಕರ ವಿಷಯದ ಕಡೆಗೆ ಕರೆ ನೀಡುವ ದಿನ.,
54,7,خُشَّعًا أَبۡصَٰرُهُمۡ يَخۡرُجُونَ مِنَ ٱلۡأَجۡدَاثِ كَأَنَّهُمۡ جَرَادٞ مُّنتَشِرٞ,ಅವರ ಕಣ್ಣುಗಳು ವಿನಮ್ರವಾಗಿರುವುವು. ದಿಕ್ಕೆಟ್ಟು ಹಾರಾಡುವ ಮಿಡತೆಗಳಂತೆ ಅವರು ಸಮಾಧಿಗಳಿಂದ ಹೊರಬರುವರು.,
54,8,مُّهۡطِعِينَ إِلَى ٱلدَّاعِۖ يَقُولُ ٱلۡكَٰفِرُونَ هَٰذَا يَوۡمٌ عَسِرٞ,ಅವರು ಕರೆ ನೀಡುವವನ ಕಡೆಗೆ ಆತುರದಿಂದ ಓಡುವರು. ಸತ್ಯನಿಷೇಧಿಗಳು ಹೇಳುವರು: “ಇದು ಕಠೋರ ದಿನವಾಗಿದೆ.”,
54,9,۞ كَذَّبَتۡ قَبۡلَهُمۡ قَوۡمُ نُوحٖ فَكَذَّبُواْ عَبۡدَنَا وَقَالُواْ مَجۡنُونٞ وَٱزۡدُجِرَ,ಅವರಿಗಿಂತ ಮೊದಲು ನೂಹರ ಜನರು ನಿಷೇಧಿಸಿದ್ದರು. ಅವರು ನಮ್ಮ ದಾಸನನ್ನು ನಿಷೇಧಿಸಿದರು. ಮಾನಸಿಕ ಅಸ್ವಸ್ಥ ಎಂದು ಜರೆಯುತ್ತಾ ಅವರನ್ನು ಗದರಿಸಿದರು.,
54,10,فَدَعَا رَبَّهُۥٓ أَنِّي مَغۡلُوبٞ فَٱنتَصِرۡ,ಆಗ ನೂಹ್ ತಮ್ಮ ಪರಿಪಾಲಕನನ್ನು (ಅಲ್ಲಾಹನನ್ನು) ಕರೆದು ಪ್ರಾರ್ಥಿಸಿದರು: “ನಾನು ಅಸಹಾಯಕನಾಗಿದ್ದೇನೆ. ನನಗೆ ಸಹಾಯ ಮಾಡು.”,
