surah,ayah,arabic_text,translation,footnotes
91,1,وَٱلشَّمۡسِ وَضُحَىٰهَا,قۇياش ۋە ئۇنىڭ نۇرى بىلەن قەسەمكى[1]،,
91,2,وَٱلۡقَمَرِ إِذَا تَلَىٰهَا, قۇياشقا ئەگەشكەن چاغدىكى ئاي بىلەن قەسەمكى[2]،,
91,3,وَٱلنَّهَارِ إِذَا جَلَّىٰهَا,قۇياشنى ئاشكارا قىلغان كۈندۈز بىلەن قەسەمكى[3]، ,
91,4,وَٱلَّيۡلِ إِذَا يَغۡشَىٰهَا,قۇياشنى يوشۇرغان چاغدىكى كېچە بىلەن قەسەمكى[4]،,
91,5,وَٱلسَّمَآءِ وَمَا بَنَىٰهَا, ئاسمان بىلەن ۋە ئۇنى بىنا قىلغان زات بىلەن قەسەمكى[5]،,
91,6,وَٱلۡأَرۡضِ وَمَا طَحَىٰهَا, زېمىن بىلەن ۋە ئۇنى بىنا قىلغان زات بىلەن قەسەمكى[6]،,
91,7,وَنَفۡسٖ وَمَا سَوَّىٰهَا,نەپس بىلەن ۋە ئۇنى چىرايلىق قىلىپ ياراتقان، ئۇنىڭغا ياخشى ـ يامانلىقنى بىلدۈرگەن زات بىلەن قەسەمكى[7ـ8]،,
91,8,فَأَلۡهَمَهَا فُجُورَهَا وَتَقۡوَىٰهَا,نەپس بىلەن ۋە ئۇنى چىرايلىق قىلىپ ياراتقان، ئۇنىڭغا ياخشى ـ يامانلىقنى بىلدۈرگەن زات بىلەن قەسەمكى[7ـ8]،,
91,9,قَدۡ أَفۡلَحَ مَن زَكَّىٰهَا,نەپسىنى پاك قىلغان ئادەم چوقۇم مۇرادىغا يېتىدۇ[9].,
91,10,وَقَدۡ خَابَ مَن دَسَّىٰهَا,نەپسىنى (كۇفرى ۋە پىسقى ـ فۇجۇر بىلەن) كەمسىتكەن ئادەم چوقۇم نائۈمىد بولىدۇ[10].,
91,11,كَذَّبَتۡ ثَمُودُ بِطَغۡوَىٰهَآ,سەمۇد ھەددىدىن ئاشقانلىقى ئۈچۈن (پەيغەمبەرنى) ئىنكار قىلدى[11].,
91,12,إِذِ ٱنۢبَعَثَ أَشۡقَىٰهَا, ئەينى زاماندا سەمۇدنىڭ ئەڭ بەتبەخت ئادىمى (مۆجىزە بولۇپ كەلگەن تۆگىنى) ئۆلتۈرۈشكە ئالدىرىدى[12].,
91,13,فَقَالَ لَهُمۡ رَسُولُ ٱللَّهِ نَاقَةَ ٱللَّهِ وَسُقۡيَٰهَا,ئۇلارغا ئاللاھنىڭ پەيغەمبىرى (يەنى سالىھ ئەلەيھىسسالام): «ئاللاھنىڭ تۆگىسىگە چېقىلماڭلار، ئۇنى سۇ ئىچىشتىن توسماڭلار» دېدى[13].,
91,14,فَكَذَّبُوهُ فَعَقَرُوهَا فَدَمۡدَمَ عَلَيۡهِمۡ رَبُّهُم بِذَنۢبِهِمۡ فَسَوَّىٰهَا,ئۇلار پەيغەمبەرنى (يەنى سالىھ ئەلەيھىسسالامنى) يالغانچى قىلدى، تۆگىنى ئۆلتۈردى، گۇناھى تۈپەيلىدىن ئاللاھ ئۇلارنى تەلتۆكۈس ھالاك قىلدى، ئومۇميۈزلۈك ھالاك قىلدى[14].,
91,15,وَلَا يَخَافُ عُقۡبَٰهَا,ئاللاھ ئۇنىڭ (يەنى ئۇلارنى ھالاك قىلغانلىقنىڭ) ئاقىۋىتىدىن قورقمايدۇ[15].,
