surah,ayah,arabic_text,translation,footnotes
81,1,إِذَا ٱلشَّمۡسُ كُوِّرَتۡ,كۈننىڭ نۇرى ئۆچكەن چاغدا[1]، ,
81,2,وَإِذَا ٱلنُّجُومُ ٱنكَدَرَتۡ,يۇلتۇزلار تۆكۈلگەن چاغدا[2]،,
81,3,وَإِذَا ٱلۡجِبَالُ سُيِّرَتۡ, تاغلار گۇمران بولغان چاغدا[3]،,
81,4,وَإِذَا ٱلۡعِشَارُ عُطِّلَتۡ, بوغاز تۆگىلەر تاشلىۋېتىلگەن چاغدا[4]،,
81,5,وَإِذَا ٱلۡوُحُوشُ حُشِرَتۡ,ياۋايى ھايۋانلار توپلانغان چاغدا[5]،,
81,6,وَإِذَا ٱلۡبِحَارُ سُجِّرَتۡ, دېڭىزلار ئوت بولۇپ لاۋۇلدىغان چاغدا[6]،,
81,7,وَإِذَا ٱلنُّفُوسُ زُوِّجَتۡ, جانلار (ئۆز قاياشلىرىغا) قوشۇلغان چاغدا[7]،,
81,8,وَإِذَا ٱلۡمَوۡءُۥدَةُ سُئِلَتۡ,تىرىك كۆمۈۋېتىلگەن قىزدىن سەن قايسى گۇناھ بىلەن ئۆلتۈرۈلدۈڭ؟ دەپ سورالغان چاغدا[8ـ9]،,
81,9,بِأَيِّ ذَنۢبٖ قُتِلَتۡ,تىرىك كۆمۈۋېتىلگەن قىزدىن سەن قايسى گۇناھ بىلەن ئۆلتۈرۈلدۈڭ؟ دەپ سورالغان چاغدا[8ـ9]،,
81,10,وَإِذَا ٱلصُّحُفُ نُشِرَتۡ, نامە ـ ئەماللار ئېچىلغان چاغدا[10]،,
81,11,وَإِذَا ٱلسَّمَآءُ كُشِطَتۡ, ئاسمان ئېچىپ تاشلانغان چاغدا[11]،,
81,12,وَإِذَا ٱلۡجَحِيمُ سُعِّرَتۡ,دوزاخ قىزىتىلغان چاغدا[12]، ,
81,13,وَإِذَا ٱلۡجَنَّةُ أُزۡلِفَتۡ,جەننەت (تەقۋادارلارغا) يېقىنلاشتۇرۇلغان چاغدا[13]،,
81,14,عَلِمَتۡ نَفۡسٞ مَّآ أَحۡضَرَتۡ,ھەر ئادەم ئۆزىنىڭ قىلغان (ياخشى ـ يامان) ئىشلىرىنى بىلىدۇ[14]. ,
81,15,فَلَآ أُقۡسِمُ بِٱلۡخُنَّسِ,كۈندۈزى يوشۇرۇنغۇچى يۇلتۇزلار بىلەن، پاتىدىغان ۋاقتىدا يوشۇرۇنىدىغان يۇلتۇزلار بىلەن قەسەم قىلىمەن[15ـ16]،,
81,16,ٱلۡجَوَارِ ٱلۡكُنَّسِ,كۈندۈزى يوشۇرۇنغۇچى يۇلتۇزلار بىلەن، پاتىدىغان ۋاقتىدا يوشۇرۇنىدىغان يۇلتۇزلار بىلەن قەسەم قىلىمەن[15ـ16]،,
81,17,وَٱلَّيۡلِ إِذَا عَسۡعَسَ,قاراڭغۇلۇققا چۆمگەن كېچە بىلەن قەسەم قىلىمەن[17]،,
81,18,وَٱلصُّبۡحِ إِذَا تَنَفَّسَ, يورۇشقا باشلىغان سۈبھى بىلەن قەسەم قىلىمەن[18]. ,
