surah,ayah,arabic_text,translation,footnotes
78,1,عَمَّ يَتَسَآءَلُونَ,Tentang apakah mereka saling bertanya-tanya?,
78,2,عَنِ ٱلنَّبَإِ ٱلۡعَظِيمِ,"Tentang berita yang besar1545,","1545.  Yang dimaksud dengan ""berita yang besar"", ialah berita tentang hari berbangkit. "
78,3,ٱلَّذِي هُمۡ فِيهِ مُخۡتَلِفُونَ,yang mereka perselisihkan tentang ini.,
78,4,كَلَّا سَيَعۡلَمُونَ,"Sekali-kali tidak1546; kelak mereka akan mengetahui,",1546. Ini adalah sanggahan terhadap pendapat orang-orang kafir Mekah yang mengingkari hari berbangkit dan hari kiamat. 
78,5,ثُمَّ كَلَّا سَيَعۡلَمُونَ,kemudian sekali-kali tidak; kelak mereka akan mengetahui.,
78,6,أَلَمۡ نَجۡعَلِ ٱلۡأَرۡضَ مِهَٰدٗا,"Bukankah Kami telah menjadikan bumi itu sebagai hamparan,",
78,7,وَٱلۡجِبَالَ أَوۡتَادٗا,"dan gunung-gunung sebagai pasak?,",
78,8,وَخَلَقۡنَٰكُمۡ أَزۡوَٰجٗا,"dan Kami jadikan kamu berpasang-pasangan,",
78,9,وَجَعَلۡنَا نَوۡمَكُمۡ سُبَاتٗا,"dan Kami jadikan tidurmu untuk istirahat,",
78,10,وَجَعَلۡنَا ٱلَّيۡلَ لِبَاسٗا,"dan Kami jadikan malam sebagai pakaian1547,","1547.  Malam itu disebut sebagai ""pakaian"" karena malam itu gelap menutupi jagat sebagai pakaian menutupi tubuh manusia. "
78,11,وَجَعَلۡنَا ٱلنَّهَارَ مَعَاشٗا,"dan Kami jadikan siang untuk mencari penghidupan,",
78,12,وَبَنَيۡنَا فَوۡقَكُمۡ سَبۡعٗا شِدَادٗا,"dan Kami bina di atas kamu tujuh buah (langit) yang kukuh,",
78,13,وَجَعَلۡنَا سِرَاجٗا وَهَّاجٗا,"dan Kami jadikan pelita yang amat terang (matahari),",
78,14,وَأَنزَلۡنَا مِنَ ٱلۡمُعۡصِرَٰتِ مَآءٗ ثَجَّاجٗا,"dan Kami turunkan dari awan air yang banyak tercurah,",
78,15,لِّنُخۡرِجَ بِهِۦ حَبّٗا وَنَبَاتٗا,"supaya Kami tumbuhkan dengan air itu biji-bijian dan tumbuh-tumbuhan,",
78,16,وَجَنَّٰتٍ أَلۡفَافًا,dan kebun-kebun yang lebat?,
78,17,إِنَّ يَوۡمَ ٱلۡفَصۡلِ كَانَ مِيقَٰتٗا,"Sesungguhnya hari keputusan adalah suatu waktu yang ditetapkan,",
78,18,يَوۡمَ يُنفَخُ فِي ٱلصُّورِ فَتَأۡتُونَ أَفۡوَاجٗا,"yaitu hari (yang pada waktu itu) ditiup sangkakala lalu kamu datang berkelompok-kelompok,",
78,19,وَفُتِحَتِ ٱلسَّمَآءُ فَكَانَتۡ أَبۡوَٰبٗا,"dan dibukalah langit, maka terdapatlah beberapa pintu,",
78,20,وَسُيِّرَتِ ٱلۡجِبَالُ فَكَانَتۡ سَرَابًا,dan dijalankanlah gunung-gunung maka menjadi fatamorganalah ia.,
78,21,إِنَّ جَهَنَّمَ كَانَتۡ مِرۡصَادٗا,"Sesungguhnya neraka Jahanam itu (padanya) ada tempat pengintai1548,",1548.  Maksudnya di neraka Jahanam ada suatu tempat yang dari tempat itu para penjaga neraka mengintai dan mengawasi isi neraka. 
78,22,لِّلطَّٰغِينَ مَـَٔابٗا,"lagi menjadi tempat kembali bagi orang-orang yang melampaui batas,",
78,23,لَّٰبِثِينَ فِيهَآ أَحۡقَابٗا,"mereka tinggal di dalamnya berabad-abad lamanya,",
78,24,لَّا يَذُوقُونَ فِيهَا بَرۡدٗا وَلَا شَرَابًا,"mereka tidak merasakan kesejukan di dalamnya dan tidak (pula mendapat) minuman,",
78,25,إِلَّا حَمِيمٗا وَغَسَّاقٗا,"selain air yang mendidih dan nanah,",
78,26,جَزَآءٗ وِفَاقًا,sebagai pambalasan yang setimpal.,
78,27,إِنَّهُمۡ كَانُواْ لَا يَرۡجُونَ حِسَابٗا,"Sesungguhnya mereka tidak takut kepada hisab,",
78,28,وَكَذَّبُواْ بِـَٔايَٰتِنَا كِذَّابٗا,dan mereka mendustakan ayat-ayat Kami dengan sesungguh-sungguhnya.,
78,29,وَكُلَّ شَيۡءٍ أَحۡصَيۡنَٰهُ كِتَٰبٗا,Dan segala sesuatu telah Kami catat dalam suatu kitab1549.,"1549.  Yang dimaksud dengan ""kitab"" di sini ialah buku catatan amalan manusia. "
78,30,فَذُوقُواْ فَلَن نَّزِيدَكُمۡ إِلَّا عَذَابًا,Karena itu rasakanlah. Dan Kami sekali-kali tidak akan menambah kepada kamu selain dari azab.,
78,31,إِنَّ لِلۡمُتَّقِينَ مَفَازًا,"Sesungguhnya orang-orang yang bertakwa mendapat kemenangan,",
78,32,حَدَآئِقَ وَأَعۡنَٰبٗا,"(yaitu) kebun-kebun dan buah anggur,",
78,33,وَكَوَاعِبَ أَتۡرَابٗا,"dan gadis-gadis remaja yang sebaya,",
78,34,وَكَأۡسٗا دِهَاقٗا,dan gelas-gelas yang penuh (berisi minuman).,
78,35,لَّا يَسۡمَعُونَ فِيهَا لَغۡوٗا وَلَا كِذَّٰبٗا,Di dalamnya mereka tidak mendengar perkataan yang sia-sia dan tidak (pula) perkataan dusta.,
78,36,جَزَآءٗ مِّن رَّبِّكَ عَطَآءً حِسَابٗا,"Sebagai balasan dari Tuhan-mu dan pemberian yang cukup banyak,",
78,37,رَّبِّ ٱلسَّمَٰوَٰتِ وَٱلۡأَرۡضِ وَمَا بَيۡنَهُمَا ٱلرَّحۡمَٰنِۖ لَا يَمۡلِكُونَ مِنۡهُ خِطَابٗا,Tuhan Yang memelihara langit dan bumi dan apa yang ada di antara keduanya; Yang Maha Pemurah. Mereka tidak dapat berbicara dengan Dia.,
78,38,يَوۡمَ يَقُومُ ٱلرُّوحُ وَٱلۡمَلَٰٓئِكَةُ صَفّٗاۖ لَّا يَتَكَلَّمُونَ إِلَّا مَنۡ أَذِنَ لَهُ ٱلرَّحۡمَٰنُ وَقَالَ صَوَابٗا,"Pada hari, ketika roh1550 dan para malaikat berdiri bersaf-saf, mereka tidak berkata-kata, kecuali siapa yang telah diberi izin kepadanya oleh Tuhan Yang Maha Pemurah; dan ia mengucapkan kata yang benar.","1550.  Para ahli tafsir mempunyai pendapat yang berlainan tentang maksud ""roh"" dalam ayat ini.  Ada yang mengatakan ""Jibril"" ada yang mengatakan ""tentara Allah Subḥānahu wa Ta‘ālā"" dan ada pula yang mengatakan ""roh manusia""."
78,39,ذَٰلِكَ ٱلۡيَوۡمُ ٱلۡحَقُّۖ فَمَن شَآءَ ٱتَّخَذَ إِلَىٰ رَبِّهِۦ مَـَٔابًا,"Itulah hari yang pasti terjadi.  Maka barang siapa yang menghendaki, niscaya ia menempuh jalan kembali kepada Tuhan-nya.",
78,40,إِنَّآ أَنذَرۡنَٰكُمۡ عَذَابٗا قَرِيبٗا يَوۡمَ يَنظُرُ ٱلۡمَرۡءُ مَا قَدَّمَتۡ يَدَاهُ وَيَقُولُ ٱلۡكَافِرُ يَٰلَيۡتَنِي كُنتُ تُرَٰبَۢا,"Sesungguhnya Kami telah memperingatkan kepadamu (hai orang kafir) siksa yang dekat, pada hari manusia melihat apa yang telah diperbuat oleh kedua tangannya; dan orang kafir berkata, ""Alangkah baiknya sekiranya aku dahulu adalah tanah"".",
