surah,ayah,arabic_text,translation,footnotes
70,1,سَأَلَ سَآئِلُۢ بِعَذَابٖ وَاقِعٖ,"Seseorang peminta telah meminta kedatangan azab yang bakal terjadi,",
70,2,لِّلۡكَٰفِرِينَ لَيۡسَ لَهُۥ دَافِعٞ,"untuk orang-orang kafir, yang tidak seorang pun dapat menolaknya,",
70,3,مِّنَ ٱللَّهِ ذِي ٱلۡمَعَارِجِ,"(yang datang) dari Allah, Yang mempunyai tempat-tempat naik.",
70,4,تَعۡرُجُ ٱلۡمَلَٰٓئِكَةُ وَٱلرُّوحُ إِلَيۡهِ فِي يَوۡمٖ كَانَ مِقۡدَارُهُۥ خَمۡسِينَ أَلۡفَ سَنَةٖ,Malaikat-malaikat dan Jibril naik (menghadap) kepada Tuhan dalam sehari yang kadarnya lima puluh ribu tahun1511.,"1511.  Maksudnya malaikat-malaikat dan Jibril jika menghadap Tuhan memakan waktu satu hari.  Apabila dilakukan oleh manusia, memakan waktu lima puluh ribu tahun. "
70,5,فَٱصۡبِرۡ صَبۡرٗا جَمِيلًا,Maka bersabarlah kamu dengan sabar yang baik.,
70,6,إِنَّهُمۡ يَرَوۡنَهُۥ بَعِيدٗا,Sesungguhnya mereka memandang siksaaan itu jauh (mustahil).,
70,7,وَنَرَىٰهُ قَرِيبٗا,Sedangkan Kami memandangnya dekat (pasti terjadi).,
70,8,يَوۡمَ تَكُونُ ٱلسَّمَآءُ كَٱلۡمُهۡلِ,Pada hari ketika langit menjadi seperti luluhan perak.,
70,9,وَتَكُونُ ٱلۡجِبَالُ كَٱلۡعِهۡنِ,Dan gunung-gunung menjadi seperti bulu (yang berterbangan).,
70,10,وَلَا يَسۡـَٔلُ حَمِيمٌ حَمِيمٗا,Dan tidak ada seorang teman akrab pun menanyakan temannya.,
70,11,يُبَصَّرُونَهُمۡۚ يَوَدُّ ٱلۡمُجۡرِمُ لَوۡ يَفۡتَدِي مِنۡ عَذَابِ يَوۡمِئِذِۭ بِبَنِيهِ,"Sedang mereka saling melihat.  Orang kafir ingin kalau sekiranya dia dapat menebus (dirinya) dari azab hari itu dengan anak-anaknya,",
70,12,وَصَٰحِبَتِهِۦ وَأَخِيهِ,"dan istrinya, dan saudaranya,",
